Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,SNLR Trend,Active Listings,Mos Inv (Trend),Avg. SP/LP,Avg. LDOM,Avg. PDOM
All Home Types,7,2018,Brock,19,"$10,156,500 ","$534,553 ","$462,000 ",33,42.20%,88,4.6,97%,30,0
All Home Types,7,2018,Clarington,141,"$77,385,611 ","$548,834 ","$515,000 ",305,51.40%,358,2.1,98%,21,0
All Home Types,7,2018,Oshawa,221,"$107,297,162 ","$485,508 ","$475,000 ",504,46.70%,632,2.3,98%,23,0
All Home Types,7,2018,Pickering,117,"$79,685,130 ","$681,069 ","$648,200 ",178,49.40%,231,2.4,97%,23,0
All Home Types,7,2018,Scugog,31,"$19,763,150 ","$637,521 ","$580,000 ",57,46.60%,124,3.8,97%,34,0
All Home Types,7,2018,Uxbridge,10,"$6,661,900 ","$666,190 ","$670,000 ",37,43.00%,130,4.5,99%,26,0
All Home Types,7,2018,Whitby,131,"$82,980,475 ","$633,439 ","$585,000 ",304,48.40%,371,2.2,98%,27,0
All Home Types,7,2018,Dufferin County,58,"$31,017,125 ","$534,778 ","$516,538 ",82,66.70%,105,1.8,98%,27,0
All Home Types,7,2018,Orangeville,58,"$31,017,125 ","$534,778 ","$516,538 ",82,66.70%,105,1.8,98%,27,0
All Home Types,7,2018,Simcoe County,250,"$147,983,713 ","$591,935 ","$572,500 ",551,36.30%,1150,4.9,97%,40,0
All Home Types,7,2018,Adjala-Tosorontio,14,"$8,526,000 ","$609,000 ","$692,000 ",28,46.30%,61,4.7,98%,31,0
All Home Types,7,2018,Bradford,62,"$41,630,225 ","$671,455 ","$641,500 ",130,34.50%,249,4.7,98%,39,0
All Home Types,7,2018,Innisfil,67,"$38,141,799 ","$569,281 ","$550,000 ",203,27.00%,453,7,96%,35,0
All Home Types,7,2018,New Tecumseth,77,"$42,490,399 ","$551,823 ","$534,000 ",120,46.40%,244,3.9,97%,45,0
All Home Types,7,2018,All TRREB Areas,6961,"$5,444,398,517 ","$782,129 ","$670,000 ",13868,48.70%,19725,2.6,98%,25,0
All Home Types,7,2018,City of Toronto,2574,"$2,121,839,764 ","$824,336 ","$650,000 ",4511,58.00%,5479,1.9,99%,21,0
All Home Types,7,2018,Toronto West,692,"$500,660,737 ","$723,498 ","$645,000 ",1151,59.60%,1429,1.9,99%,24,0
All Home Types,7,2018,Toronto W01,39,"$32,424,000 ","$831,385 ","$600,000 ",50,71.40%,52,1.2,100%,16,0
All Home Types,7,2018,Toronto W02,61,"$57,257,900 ","$938,654 ","$842,000 ",85,69.60%,61,1.1,102%,12,0
All Home Types,7,2018,Toronto W03,41,"$30,172,800 ","$735,922 ","$722,000 ",77,57.50%,101,1.9,100%,25,0
All Home Types,7,2018,Toronto W04,65,"$39,635,300 ","$609,774 ","$550,000 ",155,53.80%,195,2.5,100%,25,0
All Home Types,7,2018,Toronto W05,110,"$61,808,875 ","$561,899 ","$577,500 ",187,56.60%,248,2.4,98%,25,0
All Home Types,7,2018,Toronto W06,125,"$80,628,065 ","$645,025 ","$599,000 ",216,59.10%,279,2,100%,24,0
All Home Types,7,2018,Toronto W07,22,"$24,290,485 ","$1,104,113 ","$975,000 ",26,63.60%,34,1.6,100%,26,0
All Home Types,7,2018,Toronto W08,111,"$100,790,820 ","$908,025 ","$645,000 ",186,61.30%,226,1.7,98%,26,0
All Home Types,7,2018,Toronto W09,40,"$34,082,888 ","$852,072 ","$887,500 ",56,53.40%,92,2.5,98%,33,0
All Home Types,7,2018,Toronto W10,78,"$39,569,604 ","$507,303 ","$398,500 ",113,56.00%,141,2.3,97%,25,0
All Home Types,7,2018,Toronto Central,1240,"$1,155,025,894 ","$931,472 ","$640,000 ",2215,58.10%,2778,1.9,99%,20,0
All Home Types,7,2018,Toronto C01,431,"$311,280,518 ","$722,229 ","$608,900 ",677,67.30%,658,1.4,101%,17,0
All Home Types,7,2018,Toronto C02,67,"$88,995,700 ","$1,328,294 ","$1,025,000 ",91,58.60%,140,2.1,100%,18,0
All Home Types,7,2018,Toronto C03,37,"$62,821,600 ","$1,697,881 ","$1,125,000 ",63,54.00%,89,2.1,98%,22,0
All Home Types,7,2018,Toronto C04,58,"$107,505,205 ","$1,853,538 ","$1,713,000 ",107,47.70%,160,2.4,99%,22,0
All Home Types,7,2018,Toronto C06,30,"$22,699,700 ","$756,657 ","$554,750 ",47,53.40%,70,2.4,97%,25,0
All Home Types,7,2018,Toronto C07,82,"$70,790,100 ","$863,294 ","$641,900 ",179,44.20%,293,3.2,98%,24,0
All Home Types,7,2018,Toronto C08,152,"$108,422,934 ","$713,309 ","$634,500 ",267,69.60%,245,1.3,101%,21,0
All Home Types,7,2018,Toronto C09,15,"$41,979,001 ","$2,798,600 ","$1,155,001 ",29,62.50%,39,1.9,95%,27,0
All Home Types,7,2018,Toronto C10,39,"$36,286,600 ","$930,426 ","$714,000 ",61,66.00%,71,1.3,101%,18,0
All Home Types,7,2018,Toronto C11,25,"$23,382,350 ","$935,294 ","$640,000 ",54,61.20%,54,1.6,99%,19,0
All Home Types,7,2018,Toronto C12,28,"$62,352,396 ","$2,226,871 ","$1,975,000 ",53,34.70%,125,5.1,94%,30,0
All Home Types,7,2018,Toronto C13,46,"$44,722,300 ","$972,224 ","$626,250 ",83,52.80%,124,2.2,96%,22,0
All Home Types,7,2018,Toronto C14,117,"$84,333,166 ","$720,796 ","$558,000 ",244,51.60%,351,2.4,98%,21,0
All Home Types,7,2018,Toronto C15,113,"$89,454,324 ","$791,631 ","$560,000 ",260,49.80%,359,2.6,96%,23,0
All Home Types,7,2018,Toronto East,642,"$466,153,133 ","$726,095 ","$681,000 ",1145,56.20%,1272,1.9,101%,20,0
All Home Types,7,2018,Toronto E01,52,"$51,268,450 ","$985,932 ","$885,700 ",61,69.50%,34,0.9,108%,12,0
All Home Types,7,2018,Toronto E02,42,"$53,285,374 ","$1,268,699 ","$1,077,500 ",38,67.10%,37,1.1,103%,15,0
All Home Types,7,2018,Toronto E03,64,"$54,005,858 ","$843,842 ","$871,000 ",107,59.50%,102,1.4,105%,14,0
All Home Types,7,2018,Toronto E04,81,"$49,764,619 ","$614,378 ","$643,000 ",162,57.40%,150,1.8,100%,19,0
All Home Types,7,2018,Toronto E05,58,"$37,854,764 ","$652,668 ","$571,250 ",139,47.80%,187,2.7,100%,24,0
All Home Types,7,2018,Toronto E06,20,"$15,418,686 ","$770,934 ","$715,000 ",56,46.20%,71,2.2,99%,15,0
All Home Types,7,2018,Toronto E07,74,"$43,867,668 ","$592,806 ","$517,500 ",146,54.10%,192,2.4,99%,24,0
All Home Types,7,2018,Toronto E08,56,"$44,463,325 ","$793,988 ","$739,000 ",89,53.60%,104,2.2,97%,24,0
All Home Types,7,2018,Toronto E09,89,"$47,463,988 ","$533,303 ","$473,000 ",155,56.90%,172,1.8,98%,23,0
All Home Types,7,2018,Toronto E10,49,"$36,925,400 ","$753,580 ","$729,000 ",96,45.10%,137,2.8,97%,23,0
All Home Types,7,2018,Toronto E11,57,"$31,835,001 ","$558,509 ","$555,000 ",96,59.90%,86,1.8,99%,19,0
All Home Types,8,2018,All TRREB Areas,6839,"$5,233,679,489 ","$765,270 ","$659,900 ",12166,48.80%,17864,2.6,98%,27,0
All Home Types,8,2018,Halton Region,727,"$619,115,980 ","$851,604 ","$737,500 ",1096,50.80%,1742,2.7,97%,32,0
All Home Types,8,2018,Burlington,208,"$159,598,847 ","$767,302 ","$676,500 ",294,56.70%,470,2.5,97%,33,0
All Home Types,8,2018,Halton Hills,88,"$66,574,567 ","$756,529 ","$670,000 ",87,61.00%,130,2,97%,32,0
All Home Types,8,2018,Milton,172,"$126,047,750 ","$732,836 ","$694,000 ",287,53.20%,360,2.2,97%,23,0
All Home Types,8,2018,Oakville,259,"$266,894,816 ","$1,030,482 ","$866,000 ",428,43.80%,782,3.5,97%,36,0
All Home Types,8,2018,Peel Region,1446,"$1,017,032,249 ","$703,342 ","$663,250 ",2647,50.90%,3325,2.3,98%,24,0
All Home Types,8,2018,Brampton,671,"$476,287,696 ","$709,818 ","$670,500 ",1361,48.90%,1599,2.3,98%,23,0
All Home Types,8,2018,Caledon,65,"$55,232,951 ","$849,738 ","$785,000 ",152,45.30%,293,3.6,97%,34,0
All Home Types,8,2018,Mississauga,710,"$485,511,602 ","$683,819 ","$625,500 ",1134,53.60%,1433,2.2,98%,25,0
All Home Types,8,2018,City of Toronto,2441,"$1,916,728,902 ","$785,223 ","$637,500 ",3752,57.80%,4808,1.9,99%,24,0
All Home Types,8,2018,Toronto West,656,"$455,632,241 ","$694,561 ","$625,250 ",895,59.80%,1210,1.9,99%,25,0
All Home Types,8,2018,Toronto Central,1156,"$1,027,317,465 ","$888,683 ","$630,500 ",1843,57.50%,2428,1.9,98%,25,0
All Home Types,8,2018,Toronto East,629,"$433,779,196 ","$689,633 ","$650,000 ",1014,56.20%,1170,1.9,100%,21,0
All Home Types,8,2018,York Region,1111,"$1,025,622,110 ","$923,152 ","$835,000 ",2587,34.00%,4772,4.6,97%,34,0
All Home Types,8,2018,Aurora,82,"$76,953,351 ","$938,456 ","$828,750 ",173,32.40%,317,4.8,96%,31,0
All Home Types,8,2018,East Gwillimbury,40,"$31,510,900 ","$787,773 ","$742,500 ",105,26.90%,261,7,97%,49,0
All Home Types,8,2018,Georgina,54,"$29,124,300 ","$539,339 ","$526,500 ",161,33.00%,332,5.1,96%,44,0
All Home Types,8,2018,King,27,"$44,840,600 ","$1,660,763 ","$1,455,800 ",79,25.90%,231,8.5,92%,59,0
All Home Types,8,2018,Markham,295,"$258,178,664 ","$875,182 ","$830,000 ",627,38.50%,994,3.8,97%,30,0
All Home Types,8,2018,Newmarket,93,"$70,239,951 ","$755,268 ","$694,000 ",212,34.20%,404,4.5,97%,37,0
All Home Types,8,2018,Richmond Hill,222,"$221,847,056 ","$999,311 ","$950,000 ",498,30.80%,914,5.2,97%,30,0
All Home Types,8,2018,Vaughan,236,"$235,430,500 ","$997,587 ","$922,500 ",589,35.30%,1024,4.3,97%,31,0
All Home Types,8,2018,Whitchurch-Stouffville,62,"$57,496,788 ","$927,368 ","$814,000 ",143,33.30%,295,5,96%,41,0
All Home Types,8,2018,Durham Region,843,"$497,965,430 ","$590,706 ","$560,000 ",1466,49.00%,2014,2.4,98%,28,0
All Home Types,8,2018,Ajax,123,"$77,166,986 ","$627,374 ","$590,000 ",200,52.80%,244,1.9,98%,24,0
All Home Types,8,2018,Brock,20,"$10,279,900 ","$513,995 ","$437,500 ",44,42.60%,85,4.6,96%,46,0
All Home Types,8,2018,Clarington,163,"$92,829,260 ","$569,505 ","$520,000 ",262,52.30%,333,2.1,98%,28,0
All Home Types,8,2018,Oshawa,241,"$122,032,934 ","$506,361 ","$490,000 ",452,46.50%,580,2.4,98%,25,0
All Home Types,8,2018,Pickering,78,"$50,973,400 ","$653,505 ","$652,750 ",161,49.40%,221,2.4,98%,26,0
All Home Types,8,2018,Scugog,30,"$21,847,400 ","$728,247 ","$627,500 ",56,45.90%,116,3.9,98%,37,0
All Home Types,8,2018,Uxbridge,20,"$16,593,200 ","$829,660 ","$705,000 ",50,43.30%,125,4.6,96%,52,0
All Home Types,8,2018,Whitby,168,"$106,242,350 ","$632,395 ","$595,450 ",241,48.80%,310,2.1,98%,27,0
All Home Types,8,2018,Dufferin County,45,"$24,030,965 ","$534,021 ","$510,000 ",84,65.20%,115,1.8,98%,26,0
All Home Types,8,2018,Orangeville,45,"$24,030,965 ","$534,021 ","$510,000 ",84,65.20%,115,1.8,98%,26,0
All Home Types,8,2018,Simcoe County,226,"$133,183,853 ","$589,309 ","$537,500 ",534,36.50%,1088,4.9,97%,40,0
All Home Types,8,2018,Adjala-Tosorontio,14,"$10,752,500 ","$768,036 ","$721,250 ",30,46.50%,66,4.6,95%,42,0
All Home Types,8,2018,Bradford,48,"$30,943,900 ","$644,665 ","$623,500 ",119,34.30%,242,4.8,97%,37,0
All Home Types,8,2018,Innisfil,64,"$34,472,563 ","$538,634 ","$500,250 ",192,27.20%,419,7,97%,43,0
All Home Types,8,2018,New Tecumseth,67,"$36,964,490 ","$551,709 ","$510,000 ",127,47.00%,232,3.8,97%,40,0
All Home Types,8,2018,All TRREB Areas,6839,"$5,233,679,489 ","$765,270 ","$659,900 ",12166,48.80%,17864,2.6,98%,27,0
All Home Types,8,2018,City of Toronto,2441,"$1,916,728,902 ","$785,223 ","$637,500 ",3752,57.80%,4808,1.9,99%,24,0
All Home Types,8,2018,Toronto West,656,"$455,632,241 ","$694,561 ","$625,250 ",895,59.80%,1210,1.9,99%,25,0
All Home Types,8,2018,Toronto W01,31,"$23,903,011 ","$771,065 ","$610,000 ",43,70.70%,48,1.2,104%,18,0
All Home Types,8,2018,Toronto W02,40,"$36,920,850 ","$923,021 ","$840,900 ",49,68.70%,45,1.1,100%,18,0
All Home Types,8,2018,Toronto W03,47,"$32,924,475 ","$700,521 ","$701,000 ",60,58.50%,82,1.8,100%,20,0
All Home Types,8,2018,Toronto W04,76,"$49,082,749 ","$645,826 ","$587,500 ",112,53.90%,166,2.5,98%,22,0
All Home Types,8,2018,Toronto W05,104,"$55,699,803 ","$535,575 ","$562,500 ",141,57.80%,210,2.4,98%,30,0
All Home Types,8,2018,Toronto W06,129,"$98,215,618 ","$761,361 ","$640,000 ",166,59.10%,237,2,99%,25,0
All Home Types,8,2018,Toronto W07,21,"$19,564,162 ","$931,627 ","$905,000 ",16,64.70%,21,1.5,101%,30,0
All Home Types,8,2018,Toronto W08,99,"$76,322,173 ","$770,931 ","$518,000 ",164,60.70%,210,1.8,98%,26,0
All Home Types,8,2018,Toronto W09,34,"$25,719,600 ","$756,459 ","$755,500 ",51,53.50%,75,2.5,97%,26,0
All Home Types,8,2018,Toronto W10,75,"$37,279,800 ","$497,064 ","$422,000 ",93,57.60%,116,2.2,97%,25,0
All Home Types,8,2018,Toronto Central,1156,"$1,027,317,465 ","$888,683 ","$630,500 ",1843,57.50%,2428,1.9,98%,25,0
All Home Types,8,2018,Toronto C01,396,"$285,197,100 ","$720,195 ","$619,000 ",544,66.60%,558,1.4,100%,22,0
All Home Types,8,2018,Toronto C02,61,"$96,943,896 ","$1,589,244 ","$1,285,000 ",85,58.90%,114,2.1,99%,34,0
All Home Types,8,2018,Toronto C03,31,"$40,286,518 ","$1,299,565 ","$870,000 ",43,55.00%,64,2,98%,27,0
All Home Types,8,2018,Toronto C04,45,"$74,957,710 ","$1,665,727 ","$1,530,000 ",74,47.00%,125,2.4,97%,28,0
All Home Types,8,2018,Toronto C06,22,"$19,500,080 ","$886,367 ","$757,000 ",46,52.20%,68,2.5,98%,31,0
All Home Types,8,2018,Toronto C07,70,"$49,891,588 ","$712,737 ","$597,000 ",177,43.10%,294,3.3,97%,31,0
All Home Types,8,2018,Toronto C08,149,"$100,979,276 ","$677,713 ","$623,000 ",211,67.40%,209,1.3,100%,18,0
All Home Types,8,2018,Toronto C09,8,"$14,514,000 ","$1,814,250 ","$1,247,500 ",12,61.80%,31,1.9,101%,20,0
All Home Types,8,2018,Toronto C10,41,"$36,044,890 ","$879,144 ","$675,000 ",52,66.90%,52,1.3,99%,20,0
All Home Types,8,2018,Toronto C11,29,"$19,984,850 ","$689,133 ","$420,000 ",45,61.40%,56,1.6,98%,21,0
All Home Types,8,2018,Toronto C12,28,"$69,222,000 ","$2,472,214 ","$1,855,000 ",48,35.20%,111,5,93%,36,0
All Home Types,8,2018,Toronto C13,33,"$31,660,625 ","$959,413 ","$629,000 ",84,51.00%,123,2.3,98%,21,0
All Home Types,8,2018,Toronto C14,122,"$97,693,952 ","$800,770 ","$577,500 ",210,51.40%,307,2.4,98%,29,0
All Home Types,8,2018,Toronto C15,121,"$90,440,980 ","$747,446 ","$544,000 ",212,50.10%,316,2.6,100%,26,0
All Home Types,8,2018,Toronto East,629,"$433,779,196 ","$689,633 ","$650,000 ",1014,56.20%,1170,1.9,100%,21,0
All Home Types,8,2018,Toronto E01,38,"$34,971,937 ","$920,314 ","$839,550 ",61,68.20%,38,0.9,105%,17,0
All Home Types,8,2018,Toronto E02,29,"$32,390,725 ","$1,116,922 ","$1,020,000 ",41,66.90%,29,1.1,103%,19,0
All Home Types,8,2018,Toronto E03,50,"$47,203,200 ","$944,064 ","$887,500 ",76,59.10%,84,1.4,102%,16,0
All Home Types,8,2018,Toronto E04,87,"$53,381,700 ","$613,583 ","$660,000 ",117,57.70%,130,1.8,99%,20,0
All Home Types,8,2018,Toronto E05,76,"$47,651,300 ","$626,991 ","$577,250 ",129,48.10%,167,2.7,99%,24,0
All Home Types,8,2018,Toronto E06,21,"$17,291,300 ","$823,395 ","$715,000 ",41,45.50%,65,2.3,98%,19,0
All Home Types,8,2018,Toronto E07,74,"$43,578,289 ","$588,896 ","$458,500 ",144,53.90%,173,2.3,98%,24,0
All Home Types,8,2018,Toronto E08,50,"$35,913,400 ","$718,268 ","$710,000 ",79,54.50%,102,2.1,98%,17,0
All Home Types,8,2018,Toronto E09,99,"$55,180,645 ","$557,380 ","$513,000 ",141,58.10%,162,1.8,99%,24,0
All Home Types,8,2018,Toronto E10,50,"$33,335,500 ","$666,710 ","$647,500 ",80,45.70%,117,2.8,98%,25,0
All Home Types,8,2018,Toronto E11,55,"$32,881,200 ","$597,840 ","$570,000 ",105,59.90%,103,1.8,100%,20,0
All Home Types,9,2018,All TRREB Areas,6455,"$5,143,253,496 ","$796,786 ","$680,000 ",15920,49.00%,20089,2.6,99%,26,0
All Home Types,9,2018,Halton Region,636,"$543,521,864 ","$854,594 ","$737,500 ",1513,51.10%,1970,2.7,98%,29,0
All Home Types,9,2018,Burlington,205,"$153,488,600 ","$748,725 ","$679,900 ",399,58.10%,516,2.4,98%,31,0
All Home Types,9,2018,Halton Hills,58,"$40,845,689 ","$704,236 ","$693,000 ",156,59.80%,168,2,98%,22,0
All Home Types,9,2018,Milton,139,"$100,273,713 ","$721,394 ","$687,000 ",313,52.70%,390,2.2,98%,23,0
All Home Types,9,2018,Oakville,234,"$248,913,862 ","$1,063,734 ","$888,000 ",645,44.20%,896,3.5,97%,32,0
All Home Types,9,2018,Peel Region,1315,"$955,235,010 ","$726,414 ","$665,000 ",2952,51.50%,3549,2.3,98%,23,0
All Home Types,9,2018,Brampton,618,"$427,204,115 ","$691,269 ","$660,000 ",1387,49.40%,1644,2.3,98%,23,0
All Home Types,9,2018,Caledon,82,"$76,066,650 ","$927,642 ","$819,125 ",212,46.40%,327,3.6,97%,30,0
All Home Types,9,2018,Mississauga,615,"$451,964,245 ","$734,901 ","$653,000 ",1353,54.40%,1578,2.1,97%,23,0
All Home Types,9,2018,City of Toronto,2468,"$2,133,030,181 ","$864,275 ","$690,000 ",5456,57.70%,5830,1.9,101%,21,0
All Home Types,9,2018,Toronto West,682,"$547,526,262 ","$802,824 ","$690,500 ",1491,60.20%,1526,1.9,101%,21,0
All Home Types,9,2018,Toronto Central,1185,"$1,141,685,587 ","$963,448 ","$681,000 ",2652,57.10%,2928,2,100%,22,0
All Home Types,9,2018,Toronto East,601,"$443,818,332 ","$738,466 ","$705,000 ",1313,56.40%,1376,1.9,102%,20,0
All Home Types,9,2018,York Region,983,"$888,341,009 ","$903,704 ","$830,000 ",3493,34.10%,5356,4.7,97%,32,0
All Home Types,9,2018,Aurora,57,"$46,290,400 ","$812,112 ","$810,000 ",264,32.60%,387,4.8,97%,28,0
All Home Types,9,2018,East Gwillimbury,36,"$26,983,900 ","$749,553 ","$679,250 ",148,27.40%,280,7,96%,47,0
All Home Types,9,2018,Georgina,68,"$35,738,600 ","$525,568 ","$467,500 ",183,34.10%,315,5,96%,42,0
All Home Types,9,2018,King,22,"$32,585,000 ","$1,481,136 ","$1,417,500 ",141,25.20%,262,8.8,95%,50,0
All Home Types,9,2018,Markham,247,"$221,675,212 ","$897,470 ","$852,500 ",757,38.30%,1114,3.9,98%,29,0
All Home Types,9,2018,Newmarket,94,"$72,827,075 ","$774,756 ","$736,150 ",303,34.50%,451,4.5,96%,36,0
All Home Types,9,2018,Richmond Hill,173,"$173,829,456 ","$1,004,795 ","$885,000 ",681,31.20%,1054,5.3,97%,31,0
All Home Types,9,2018,Vaughan,229,"$227,785,566 ","$994,697 ","$910,000 ",848,35.20%,1174,4.3,97%,28,0
All Home Types,9,2018,Whitchurch-Stouffville,57,"$50,625,800 ","$888,172 ","$820,000 ",168,33.70%,319,5.1,97%,38,0
All Home Types,9,2018,Durham Region,773,"$453,757,888 ","$587,009 ","$560,000 ",1823,48.90%,2171,2.4,98%,27,0
All Home Types,9,2018,Ajax,134,"$85,543,807 ","$638,387 ","$624,000 ",259,53.40%,256,1.9,98%,24,0
All Home Types,9,2018,Brock,20,"$8,557,000 ","$427,850 ","$387,500 ",46,40.30%,87,4.7,96%,45,0
All Home Types,9,2018,Clarington,133,"$76,646,043 ","$576,286 ","$545,000 ",334,51.50%,370,2.1,98%,26,0
All Home Types,9,2018,Oshawa,207,"$101,696,927 ","$491,290 ","$457,500 ",505,46.10%,605,2.4,98%,25,0
All Home Types,9,2018,Pickering,97,"$67,384,474 ","$694,685 ","$640,000 ",231,49.90%,262,2.4,99%,23,0
All Home Types,9,2018,Scugog,28,"$18,032,800 ","$644,029 ","$642,500 ",56,46.10%,111,3.9,98%,45,0
All Home Types,9,2018,Uxbridge,20,"$13,359,699 ","$667,985 ","$604,500 ",75,43.10%,142,4.8,96%,57,0
All Home Types,9,2018,Whitby,134,"$82,537,138 ","$615,949 ","$575,000 ",317,49.20%,338,2.2,98%,23,0
All Home Types,9,2018,Dufferin County,53,"$29,287,800 ","$552,600 ","$535,000 ",83,66.40%,115,1.9,98%,32,0
All Home Types,9,2018,Orangeville,53,"$29,287,800 ","$552,600 ","$535,000 ",83,66.40%,115,1.9,98%,32,0
All Home Types,9,2018,Simcoe County,227,"$140,079,744 ","$617,091 ","$580,000 ",600,37.50%,1098,4.9,97%,41,0
All Home Types,9,2018,Adjala-Tosorontio,15,"$11,506,300 ","$767,087 ","$760,000 ",28,48.40%,61,4.4,95%,48,0
All Home Types,9,2018,Bradford,61,"$41,253,250 ","$676,283 ","$679,000 ",161,36.10%,251,4.6,98%,39,0
All Home Types,9,2018,Innisfil,52,"$32,090,300 ","$617,121 ","$552,500 ",199,27.80%,422,7,96%,41,0
All Home Types,9,2018,New Tecumseth,66,"$38,275,950 ","$579,939 ","$556,750 ",146,47.70%,241,3.8,96%,42,0
All Home Types,9,2018,All TRREB Areas,6455,"$5,143,253,496 ","$796,786 ","$680,000 ",15920,49.00%,20089,2.6,99%,26,0
All Home Types,9,2018,City of Toronto,2468,"$2,133,030,181 ","$864,275 ","$690,000 ",5456,57.70%,5830,1.9,101%,21,0
All Home Types,9,2018,Toronto West,682,"$547,526,262 ","$802,824 ","$690,500 ",1491,60.20%,1526,1.9,101%,21,0
All Home Types,9,2018,Toronto W01,60,"$61,825,389 ","$1,030,423 ","$744,500 ",95,72.40%,60,1.1,101%,18,0
All Home Types,9,2018,Toronto W02,63,"$67,142,871 ","$1,065,760 ","$1,002,000 ",126,70.30%,82,1,107%,14,0
All Home Types,9,2018,Toronto W03,52,"$39,318,057 ","$756,116 ","$715,750 ",126,56.80%,120,1.8,102%,18,0
All Home Types,9,2018,Toronto W04,68,"$42,149,300 ","$619,843 ","$554,250 ",164,53.30%,199,2.5,100%,20,0
All Home Types,9,2018,Toronto W05,87,"$50,651,635 ","$582,203 ","$635,000 ",202,58.20%,259,2.4,99%,27,0
All Home Types,9,2018,Toronto W06,123,"$91,101,381 ","$740,662 ","$664,000 ",229,59.80%,254,2,100%,24,0
All Home Types,9,2018,Toronto W07,22,"$31,047,060 ","$1,411,230 ","$1,237,500 ",51,64.20%,38,1.5,103%,10,0
All Home Types,9,2018,Toronto W08,120,"$111,946,869 ","$932,891 ","$582,500 ",300,60.60%,293,1.7,100%,17,0
All Home Types,9,2018,Toronto W09,34,"$23,912,000 ","$703,294 ","$640,000 ",75,54.60%,87,2.4,98%,27,0
All Home Types,9,2018,Toronto W10,53,"$28,431,700 ","$536,447 ","$524,000 ",123,58.70%,134,2.1,97%,27,0
All Home Types,9,2018,Toronto Central,1185,"$1,141,685,587 ","$963,448 ","$681,000 ",2652,57.10%,2928,2,100%,22,0
All Home Types,9,2018,Toronto C01,385,"$293,641,469 ","$762,705 ","$635,000 ",676,66.50%,634,1.4,101%,20,0
All Home Types,9,2018,Toronto C02,60,"$85,310,751 ","$1,421,846 ","$965,000 ",138,58.50%,147,2.1,100%,22,0
All Home Types,9,2018,Toronto C03,30,"$42,778,159 ","$1,425,939 ","$1,202,000 ",88,53.80%,93,2.1,103%,21,0
All Home Types,9,2018,Toronto C04,68,"$138,231,401 ","$2,032,815 ","$1,796,250 ",202,46.40%,190,2.4,101%,18,0
All Home Types,9,2018,Toronto C06,28,"$20,216,700 ","$722,025 ","$560,950 ",61,53.10%,81,2.5,96%,21,0
All Home Types,9,2018,Toronto C07,88,"$77,490,052 ","$880,569 ","$651,500 ",240,43.10%,325,3.4,97%,24,0
All Home Types,9,2018,Toronto C08,150,"$112,048,057 ","$746,987 ","$647,000 ",285,66.70%,241,1.3,101%,20,0
All Home Types,9,2018,Toronto C09,21,"$41,830,545 ","$1,991,931 ","$1,585,000 ",55,63.70%,54,1.9,106%,18,0
All Home Types,9,2018,Toronto C10,42,"$42,732,175 ","$1,017,433 ","$872,000 ",97,65.50%,85,1.3,100%,21,0
All Home Types,9,2018,Toronto C11,32,"$29,955,900 ","$936,122 ","$421,250 ",58,63.90%,74,1.6,100%,25,0
All Home Types,9,2018,Toronto C12,17,"$39,760,000 ","$2,338,824 ","$2,125,000 ",109,33.60%,153,5.3,97%,40,0
All Home Types,9,2018,Toronto C13,52,"$52,677,626 ","$1,013,031 ","$771,500 ",116,52.40%,146,2.3,97%,23,0
All Home Types,9,2018,Toronto C14,114,"$94,927,676 ","$832,699 ","$574,100 ",271,50.50%,337,2.5,96%,28,0
All Home Types,9,2018,Toronto C15,98,"$70,085,076 ","$715,154 ","$593,500 ",256,49.90%,368,2.7,98%,26,0
All Home Types,9,2018,Toronto East,601,"$443,818,332 ","$738,466 ","$705,000 ",1313,56.40%,1376,1.9,102%,20,0
All Home Types,9,2018,Toronto E01,67,"$66,763,446 ","$996,469 ","$958,106 ",131,68.00%,70,0.9,112%,9,0
All Home Types,9,2018,Toronto E02,44,"$42,616,488 ","$968,557 ","$882,500 ",95,67.90%,54,1.1,107%,9,0
All Home Types,9,2018,Toronto E03,66,"$62,101,454 ","$940,931 ","$894,500 ",158,59.90%,123,1.4,104%,17,0
All Home Types,9,2018,Toronto E04,68,"$42,129,700 ","$619,554 ","$680,000 ",167,57.60%,171,1.8,101%,21,0
All Home Types,9,2018,Toronto E05,56,"$35,273,588 ","$629,886 ","$547,500 ",142,47.80%,176,2.7,98%,28,0
All Home Types,9,2018,Toronto E06,26,"$23,812,315 ","$915,858 ","$722,500 ",79,45.50%,90,2.4,100%,16,0
