Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,SNLR Trend,Active Listings,Mos Inv (Trend),Avg. SP/LP,Avg. LDOM,Avg. PDOM
All Home Types,1,2019,Toronto C06,13,"$10,023,688 ","$771,053 ","$609,000 ",36,52.20%,45,2.5,97%,20,0
All Home Types,1,2019,Toronto C07,45,"$35,243,290 ","$783,184 ","$600,000 ",118,44.30%,177,3.4,94%,45,0
All Home Types,1,2019,Toronto C08,80,"$58,609,325 ","$732,617 ","$610,000 ",219,61.00%,209,1.4,100%,19,0
All Home Types,1,2019,Toronto C09,9,"$22,350,900 ","$2,483,433 ","$1,850,000 ",30,62.60%,31,1.9,104%,13,0
All Home Types,1,2019,Toronto C10,34,"$30,930,988 ","$909,735 ","$709,500 ",61,64.50%,42,1.3,100%,17,0
All Home Types,1,2019,Toronto C11,24,"$14,021,788 ","$584,241 ","$441,000 ",38,61.90%,43,1.6,99%,21,0
All Home Types,1,2019,Toronto C12,12,"$23,836,525 ","$1,986,377 ","$1,112,250 ",80,29.80%,131,6.2,92%,40,0
All Home Types,1,2019,Toronto C13,27,"$26,987,399 ","$999,533 ","$699,999 ",70,52.00%,81,2.4,97%,38,0
All Home Types,1,2019,Toronto C14,61,"$51,554,300 ","$845,152 ","$599,000 ",165,49.20%,211,2.7,96%,31,0
All Home Types,1,2019,Toronto C15,65,"$44,258,299 ","$680,897 ","$580,000 ",163,49.50%,218,2.8,98%,37,0
All Home Types,1,2019,Toronto East,355,"$248,700,695 ","$700,565 ","$675,000 ",651,57.70%,715,1.8,101%,31,0
All Home Types,1,2019,Toronto E01,20,"$20,361,423 ","$1,018,071 ","$960,000 ",41,68.40%,37,0.9,111%,16,0
All Home Types,1,2019,Toronto E02,20,"$20,028,200 ","$1,001,410 ","$951,500 ",36,68.50%,33,1,110%,19,0
All Home Types,1,2019,Toronto E03,28,"$27,725,625 ","$990,201 ","$865,000 ",53,62.30%,57,1.3,106%,23,0
All Home Types,1,2019,Toronto E04,57,"$36,347,500 ","$637,675 ","$675,000 ",91,60.50%,87,1.7,99%,27,0
All Home Types,1,2019,Toronto E05,41,"$28,425,800 ","$693,312 ","$559,000 ",69,51.10%,81,2.6,97%,36,0
All Home Types,1,2019,Toronto E06,15,"$11,027,000 ","$735,133 ","$630,000 ",38,45.40%,45,2.5,99%,19,0
All Home Types,1,2019,Toronto E07,45,"$26,336,589 ","$585,258 ","$450,000 ",75,53.90%,91,2.4,97%,40,0
All Home Types,1,2019,Toronto E08,25,"$15,486,000 ","$619,440 ","$661,000 ",43,55.40%,59,2.1,99%,39,0
All Home Types,1,2019,Toronto E09,52,"$26,916,276 ","$517,621 ","$443,000 ",78,60.30%,70,1.7,99%,30,0
All Home Types,1,2019,Toronto E10,25,"$19,173,582 ","$766,943 ","$730,000 ",51,49.00%,74,2.7,98%,45,0
All Home Types,1,2019,Toronto E11,27,"$16,872,700 ","$624,915 ","$590,000 ",76,57.50%,81,1.8,97%,29,0
All Home Types,2,2019,All TRREB Areas,5025,"$3,921,495,250 ","$780,397 ","$674,900 ",9828,49.50%,13284,2.7,99%,25,0
All Home Types,2,2019,Halton Region,508,"$402,634,223 ","$792,587 ","$717,500 ",1053,51.20%,1461,2.8,98%,27,0
All Home Types,2,2019,Burlington,151,"$104,594,728 ","$692,680 ","$643,500 ",268,57.60%,364,2.4,98%,30,0
All Home Types,2,2019,Halton Hills,55,"$38,776,949 ","$705,035 ","$670,500 ",108,55.30%,132,2.2,98%,24,0
All Home Types,2,2019,Milton,144,"$103,410,705 ","$718,130 ","$680,500 ",250,54.40%,251,2.1,98%,22,0
All Home Types,2,2019,Oakville,158,"$155,851,841 ","$986,404 ","$884,000 ",427,44.50%,714,3.6,97%,31,0
All Home Types,2,2019,Peel Region,1055,"$751,817,135 ","$712,623 ","$667,500 ",1801,53.00%,2052,2.2,98%,21,0
All Home Types,2,2019,Brampton,488,"$341,593,957 ","$699,988 ","$674,500 ",806,51.90%,865,2.1,98%,22,0
All Home Types,2,2019,Caledon,44,"$37,520,400 ","$852,736 ","$785,950 ",124,45.50%,232,3.8,97%,37,0
All Home Types,2,2019,Mississauga,523,"$372,702,778 ","$712,625 ","$636,000 ",871,55.20%,955,2.1,98%,20,0
All Home Types,2,2019,City of Toronto,1879,"$1,578,755,992 ","$840,211 ","$677,000 ",3301,57.10%,3932,2,100%,22,0
All Home Types,2,2019,Toronto West,518,"$385,035,624 ","$743,312 ","$650,000 ",908,59.30%,1090,1.9,100%,21,0
All Home Types,2,2019,Toronto Central,913,"$864,901,910 ","$947,319 ","$685,000 ",1638,55.60%,2033,2.1,99%,23,0
All Home Types,2,2019,Toronto East,448,"$328,818,458 ","$733,970 ","$700,000 ",755,57.60%,809,1.8,103%,22,0
All Home Types,2,2019,York Region,795,"$728,011,061 ","$915,737 ","$830,000 ",2058,35.60%,3480,4.7,97%,31,0
All Home Types,2,2019,Aurora,50,"$46,962,650 ","$939,253 ","$790,000 ",152,36.20%,238,4.5,98%,32,0
All Home Types,2,2019,East Gwillimbury,34,"$26,310,300 ","$773,832 ","$761,000 ",107,30.20%,200,6.5,97%,43,0
All Home Types,2,2019,Georgina,46,"$26,590,515 ","$578,055 ","$598,000 ",122,34.80%,206,5,97%,35,0
All Home Types,2,2019,King,16,"$22,330,500 ","$1,395,656 ","$1,198,000 ",68,25.50%,186,9.1,95%,33,0
All Home Types,2,2019,Markham,189,"$169,538,845 ","$897,031 ","$839,999 ",429,40.20%,719,3.8,97%,28,0
All Home Types,2,2019,Newmarket,79,"$62,601,014 ","$792,418 ","$760,000 ",200,37.10%,298,4.3,97%,32,0
All Home Types,2,2019,Richmond Hill,153,"$157,785,187 ","$1,031,276 ","$900,000 ",390,32.50%,669,5.4,96%,34,0
All Home Types,2,2019,Vaughan,193,"$185,564,650 ","$961,475 ","$880,000 ",495,36.00%,781,4.3,97%,26,0
All Home Types,2,2019,Whitchurch-Stouffville,35,"$30,327,400 ","$866,497 ","$785,000 ",95,34.60%,183,5.6,97%,45,0
All Home Types,2,2019,Durham Region,585,"$339,734,449 ","$580,743 ","$555,000 ",1140,48.70%,1503,2.5,98%,24,0
All Home Types,2,2019,Ajax,101,"$65,749,650 ","$650,987 ","$610,000 ",159,55.00%,158,1.9,99%,22,0
All Home Types,2,2019,Brock,12,"$5,224,500 ","$435,375 ","$436,750 ",27,43.00%,61,4.9,95%,36,0
All Home Types,2,2019,Clarington,110,"$60,258,199 ","$547,802 ","$512,000 ",240,48.70%,293,2.4,98%,23,0
All Home Types,2,2019,Oshawa,155,"$74,693,301 ","$481,892 ","$460,000 ",300,45.80%,387,2.6,99%,24,0
All Home Types,2,2019,Pickering,69,"$44,057,100 ","$638,509 ","$580,000 ",143,52.30%,190,2.4,99%,22,0
All Home Types,2,2019,Scugog,17,"$11,435,900 ","$672,700 ","$568,500 ",31,46.40%,70,4,97%,36,0
All Home Types,2,2019,Uxbridge,20,"$15,593,499 ","$779,675 ","$738,750 ",43,41.80%,96,5.3,96%,32,0
All Home Types,2,2019,Whitby,101,"$62,722,300 ","$621,013 ","$586,500 ",197,48.40%,248,2.3,99%,21,0
All Home Types,2,2019,Dufferin County,34,"$18,099,340 ","$532,334 ","$520,950 ",47,65.90%,62,1.8,98%,27,0
All Home Types,2,2019,Orangeville,34,"$18,099,340 ","$532,334 ","$520,950 ",47,65.90%,62,1.8,98%,27,0
All Home Types,2,2019,Simcoe County,169,"$102,443,050 ","$606,172 ","$568,500 ",428,38.90%,794,4.8,97%,42,0
All Home Types,2,2019,Adjala-Tosorontio,11,"$7,068,400 ","$642,582 ","$675,000 ",11,50.90%,34,4.1,96%,70,0
All Home Types,2,2019,Bradford,46,"$31,402,500 ","$682,663 ","$687,500 ",104,41.10%,151,4.1,97%,32,0
All Home Types,2,2019,Innisfil,50,"$26,829,350 ","$536,587 ","$515,750 ",148,29.00%,321,7,96%,42,0
All Home Types,2,2019,New Tecumseth,38,"$25,006,500 ","$658,066 ","$575,000 ",104,48.40%,174,3.8,99%,52,0
All Home Types,2,2019,All TRREB Areas,5025,"$3,921,495,250 ","$780,397 ","$674,900 ",9828,49.50%,13284,2.7,99%,25,0
All Home Types,2,2019,City of Toronto,1879,"$1,578,755,992 ","$840,211 ","$677,000 ",3301,57.10%,3932,2,100%,22,0
All Home Types,2,2019,Toronto West,518,"$385,035,624 ","$743,312 ","$650,000 ",908,59.30%,1090,1.9,100%,21,0
All Home Types,2,2019,Toronto W01,23,"$23,671,300 ","$1,029,187 ","$899,000 ",50,71.00%,41,1.1,108%,13,0
All Home Types,2,2019,Toronto W02,37,"$34,630,100 ","$935,949 ","$930,000 ",75,67.40%,70,1,104%,13,0
All Home Types,2,2019,Toronto W03,34,"$25,187,600 ","$740,812 ","$737,150 ",60,59.70%,60,1.7,104%,18,0
All Home Types,2,2019,Toronto W04,55,"$36,407,200 ","$661,949 ","$615,000 ",81,54.60%,129,2.5,99%,20,0
All Home Types,2,2019,Toronto W05,81,"$50,180,040 ","$619,507 ","$649,000 ",109,58.50%,163,2.4,98%,27,0
All Home Types,2,2019,Toronto W06,99,"$71,741,311 ","$724,660 ","$652,000 ",198,56.70%,260,2.1,99%,23,0
All Home Types,2,2019,Toronto W07,7,"$7,226,000 ","$1,032,286 ","$1,080,000 ",22,64.20%,23,1.4,101%,9,0
All Home Types,2,2019,Toronto W08,104,"$91,070,099 ","$875,674 ","$560,150 ",198,59.20%,199,1.8,100%,17,0
All Home Types,2,2019,Toronto W09,28,"$18,806,900 ","$671,675 ","$704,500 ",55,56.50%,62,2.2,100%,20,0
All Home Types,2,2019,Toronto W10,50,"$26,115,074 ","$522,301 ","$435,000 ",60,57.20%,83,2.1,98%,27,0
All Home Types,2,2019,Toronto Central,913,"$864,901,910 ","$947,319 ","$685,000 ",1638,55.60%,2033,2.1,99%,23,0
All Home Types,2,2019,Toronto C01,289,"$222,455,123 ","$769,741 ","$660,000 ",493,64.50%,480,1.4,101%,19,0
All Home Types,2,2019,Toronto C02,57,"$87,790,040 ","$1,540,176 ","$1,200,000 ",81,58.60%,102,2,100%,27,0
All Home Types,2,2019,Toronto C03,39,"$64,620,418 ","$1,656,934 ","$1,358,000 ",57,57.20%,58,1.9,101%,22,0
All Home Types,2,2019,Toronto C04,42,"$64,209,070 ","$1,528,787 ","$1,515,000 ",99,44.70%,145,2.7,98%,23,0
All Home Types,2,2019,Toronto C06,25,"$19,667,124 ","$786,685 ","$558,800 ",33,52.10%,41,2.5,94%,17,0
All Home Types,2,2019,Toronto C07,54,"$48,784,400 ","$903,415 ","$672,500 ",137,44.10%,199,3.4,97%,26,0
All Home Types,2,2019,Toronto C08,127,"$93,675,938 ","$737,606 ","$637,000 ",203,60.90%,215,1.5,100%,20,0
All Home Types,2,2019,Toronto C09,14,"$20,259,575 ","$1,447,113 ","$929,500 ",25,62.10%,34,1.9,100%,33,0
All Home Types,2,2019,Toronto C10,37,"$34,717,300 ","$938,305 ","$660,000 ",66,65.20%,53,1.3,100%,17,0
All Home Types,2,2019,Toronto C11,28,"$27,044,118 ","$965,861 ","$675,000 ",34,62.50%,39,1.6,96%,27,0
All Home Types,2,2019,Toronto C12,17,"$33,001,200 ","$1,941,247 ","$1,070,100 ",48,30.30%,140,6.3,96%,24,0
All Home Types,2,2019,Toronto C13,42,"$29,717,726 ","$707,565 ","$558,500 ",82,51.80%,96,2.4,98%,17,0
All Home Types,2,2019,Toronto C14,66,"$62,090,978 ","$940,772 ","$611,400 ",135,48.90%,218,2.7,94%,30,0
All Home Types,2,2019,Toronto C15,76,"$56,868,900 ","$748,275 ","$552,500 ",145,49.30%,213,2.8,97%,31,0
All Home Types,2,2019,Toronto East,448,"$328,818,458 ","$733,970 ","$700,000 ",755,57.60%,809,1.8,103%,22,0
All Home Types,2,2019,Toronto E01,39,"$40,958,400 ","$1,050,215 ","$999,000 ",73,67.30%,58,0.9,111%,8,0
All Home Types,2,2019,Toronto E02,30,"$32,680,226 ","$1,089,341 ","$1,027,500 ",78,64.70%,63,1.1,109%,11,0
All Home Types,2,2019,Toronto E03,44,"$46,758,050 ","$1,062,683 ","$1,011,250 ",90,60.70%,75,1.4,108%,16,0
All Home Types,2,2019,Toronto E04,60,"$38,393,325 ","$639,889 ","$667,500 ",91,60.40%,95,1.7,101%,24,0
All Home Types,2,2019,Toronto E05,55,"$35,112,418 ","$638,408 ","$566,000 ",70,52.70%,77,2.5,99%,32,0
All Home Types,2,2019,Toronto E06,16,"$15,209,500 ","$950,594 ","$847,500 ",50,45.30%,61,2.5,99%,23,0
All Home Types,2,2019,Toronto E07,42,"$25,358,489 ","$603,774 ","$478,000 ",55,55.00%,84,2.4,100%,28,0
All Home Types,2,2019,Toronto E08,33,"$22,300,600 ","$675,776 ","$665,000 ",54,53.60%,70,2.2,98%,32,0
All Home Types,2,2019,Toronto E09,53,"$28,827,150 ","$543,908 ","$490,000 ",79,61.40%,77,1.7,100%,17,0
All Home Types,2,2019,Toronto E10,27,"$17,417,100 ","$645,078 ","$680,800 ",49,49.80%,71,2.6,97%,25,0
All Home Types,2,2019,Toronto E11,49,"$25,803,200 ","$526,596 ","$500,000 ",66,58.00%,78,1.8,99%,22,0
All Home Types,3,2019,All TRREB Areas,7187,"$5,665,764,187 ","$788,335 ","$690,000 ",13996,49.70%,15576,2.7,99%,21,0
All Home Types,3,2019,Halton Region,775,"$649,960,004 ","$838,658 ","$748,000 ",1480,51.70%,1716,2.7,98%,25,0
All Home Types,3,2019,Burlington,215,"$163,882,215 ","$762,243 ","$700,500 ",385,58.30%,445,2.4,98%,26,0
All Home Types,3,2019,Halton Hills,82,"$59,583,305 ","$726,626 ","$689,000 ",131,55.90%,142,2.2,98%,30,0
All Home Types,3,2019,Milton,194,"$139,181,825 ","$717,432 ","$686,250 ",350,54.70%,286,2.1,99%,15,0
All Home Types,3,2019,Oakville,284,"$287,312,659 ","$1,011,664 ","$867,900 ",614,44.90%,843,3.6,97%,29,0
All Home Types,3,2019,Peel Region,1537,"$1,128,798,396 ","$734,417 ","$687,000 ",2791,53.30%,2527,2.2,98%,18,0
All Home Types,3,2019,Brampton,742,"$524,962,541 ","$707,497 ","$685,000 ",1292,52.60%,1037,2.1,99%,18,0
All Home Types,3,2019,Caledon,82,"$77,161,771 ","$940,997 ","$825,000 ",191,45.20%,276,3.8,96%,30,0
All Home Types,3,2019,Mississauga,713,"$526,674,084 ","$738,673 ","$670,000 ",1308,55.10%,1214,2.1,99%,17,0
All Home Types,3,2019,City of Toronto,2545,"$2,112,459,034 ","$830,043 ","$682,000 ",4527,56.50%,4577,2,101%,19,0
All Home Types,3,2019,Toronto West,719,"$535,251,622 ","$744,439 ","$667,000 ",1243,58.60%,1238,1.9,101%,19,0
All Home Types,3,2019,Toronto Central,1158,"$1,073,498,866 ","$927,028 ","$670,500 ",2209,54.70%,2439,2.1,100%,18,0
All Home Types,3,2019,Toronto East,668,"$503,708,546 ","$754,055 ","$714,500 ",1075,57.70%,900,1.8,103%,18,0
All Home Types,3,2019,York Region,1183,"$1,082,696,482 ","$915,213 ","$837,000 ",2893,36.50%,4015,4.6,97%,26,0
All Home Types,3,2019,Aurora,89,"$76,972,508 ","$864,860 ","$805,000 ",237,36.30%,302,4.4,98%,20,0
All Home Types,3,2019,East Gwillimbury,48,"$35,700,245 ","$743,755 ","$710,000 ",121,32.20%,220,6.1,97%,27,0
All Home Types,3,2019,Georgina,66,"$37,523,080 ","$568,532 ","$545,000 ",165,35.90%,244,4.9,96%,33,0
All Home Types,3,2019,King,32,"$39,199,000 ","$1,224,969 ","$1,187,500 ",92,26.40%,206,9,97%,34,0
All Home Types,3,2019,Markham,300,"$279,330,728 ","$931,102 ","$892,500 ",636,41.40%,824,3.8,98%,25,0
All Home Types,3,2019,Newmarket,122,"$94,418,000 ","$773,918 ","$749,000 ",271,38.90%,325,4.1,98%,25,0
All Home Types,3,2019,Richmond Hill,192,"$198,639,571 ","$1,034,581 ","$925,000 ",569,33.00%,800,5.3,96%,28,0
All Home Types,3,2019,Vaughan,279,"$268,024,560 ","$960,662 ","$879,000 ",656,36.50%,868,4.3,98%,25,0
All Home Types,3,2019,Whitchurch-Stouffville,55,"$52,888,790 ","$961,614 ","$837,000 ",146,35.40%,226,5.5,97%,27,0
All Home Types,3,2019,Durham Region,839,"$507,423,958 ","$604,796 ","$575,000 ",1617,49.00%,1746,2.5,99%,21,0
All Home Types,3,2019,Ajax,131,"$86,656,461 ","$661,500 ","$645,000 ",257,54.90%,219,1.9,99%,18,0
All Home Types,3,2019,Brock,16,"$7,914,875 ","$494,680 ","$497,500 ",31,43.60%,64,4.9,95%,44,0
All Home Types,3,2019,Clarington,153,"$83,712,133 ","$547,138 ","$519,000 ",284,49.60%,318,2.4,99%,18,0
All Home Types,3,2019,Oshawa,232,"$114,469,810 ","$493,404 ","$475,000 ",436,45.90%,435,2.6,99%,20,0
All Home Types,3,2019,Pickering,108,"$76,307,749 ","$706,553 ","$660,000 ",208,52.60%,227,2.4,99%,18,0
All Home Types,3,2019,Scugog,21,"$12,864,850 ","$612,612 ","$596,250 ",37,46.20%,74,4.2,97%,48,0
All Home Types,3,2019,Uxbridge,23,"$23,879,100 ","$1,038,222 ","$703,500 ",50,42.00%,106,5.3,95%,41,0
All Home Types,3,2019,Whitby,155,"$101,618,980 ","$655,606 ","$627,500 ",314,48.70%,303,2.3,99%,22,0
All Home Types,3,2019,Dufferin County,54,"$31,710,590 ","$587,233 ","$549,000 ",90,65.30%,80,1.9,98%,26,0
All Home Types,3,2019,Orangeville,54,"$31,710,590 ","$587,233 ","$549,000 ",90,65.30%,80,1.9,98%,26,0
All Home Types,3,2019,Simcoe County,254,"$152,715,723 ","$601,243 ","$578,750 ",598,40.40%,915,4.7,97%,35,0
All Home Types,3,2019,Adjala-Tosorontio,11,"$7,928,000 ","$720,727 ","$590,000 ",27,50.70%,37,4.1,97%,29,0
All Home Types,3,2019,Bradford,66,"$44,807,598 ","$678,903 ","$652,500 ",130,43.40%,163,3.9,98%,25,0
All Home Types,3,2019,Innisfil,77,"$43,422,100 ","$563,923 ","$525,000 ",229,30.00%,375,6.8,97%,44,0
All Home Types,3,2019,New Tecumseth,58,"$35,356,916 ","$609,602 ","$571,500 ",122,49.90%,202,3.8,97%,29,0
All Home Types,3,2019,All TRREB Areas,7187,"$5,665,764,187 ","$788,335 ","$690,000 ",13996,49.70%,15576,2.7,99%,21,0
All Home Types,3,2019,City of Toronto,2545,"$2,112,459,034 ","$830,043 ","$682,000 ",4527,56.50%,4577,2,101%,19,0
All Home Types,3,2019,Toronto West,719,"$535,251,622 ","$744,439 ","$667,000 ",1243,58.60%,1238,1.9,101%,19,0
All Home Types,3,2019,Toronto W01,56,"$51,668,924 ","$922,659 ","$725,500 ",69,69.80%,44,1.1,106%,9,0
All Home Types,3,2019,Toronto W02,64,"$58,953,789 ","$921,153 ","$874,000 ",102,65.70%,68,1.1,108%,11,0
All Home Types,3,2019,Toronto W03,47,"$36,976,870 ","$786,742 ","$743,000 ",82,59.40%,73,1.8,101%,12,0
All Home Types,3,2019,Toronto W04,73,"$47,781,731 ","$654,544 ","$645,000 ",141,54.00%,146,2.5,98%,31,0
All Home Types,3,2019,Toronto W05,99,"$58,022,062 ","$586,081 ","$545,000 ",165,58.30%,182,2.4,99%,24,0
All Home Types,3,2019,Toronto W06,114,"$84,155,018 ","$738,202 ","$649,500 ",221,55.40%,283,2.2,100%,21,0
All Home Types,3,2019,Toronto W07,14,"$15,664,000 ","$1,118,857 ","$1,152,500 ",27,61.50%,29,1.5,102%,15,0
All Home Types,3,2019,Toronto W08,144,"$113,872,652 ","$790,782 ","$573,500 ",255,58.30%,232,1.8,100%,16,0
All Home Types,3,2019,Toronto W09,42,"$29,417,888 ","$700,426 ","$682,250 ",71,57.40%,73,2.1,100%,20,0
All Home Types,3,2019,Toronto W10,66,"$38,738,688 ","$586,950 ","$618,000 ",110,57.40%,108,2,98%,27,0
All Home Types,3,2019,Toronto Central,1158,"$1,073,498,866 ","$927,028 ","$670,500 ",2209,54.70%,2439,2.1,100%,18,0
All Home Types,3,2019,Toronto C01,377,"$292,796,229 ","$776,648 ","$638,000 ",646,63.20%,561,1.5,102%,16,0
All Home Types,3,2019,Toronto C02,48,"$66,797,328 ","$1,391,611 ","$1,312,500 ",100,56.80%,122,2,100%,31,0
All Home Types,3,2019,Toronto C03,32,"$45,921,018 ","$1,435,032 ","$1,012,500 ",73,54.80%,85,2,101%,14,0
All Home Types,3,2019,Toronto C04,65,"$107,548,742 ","$1,654,596 ","$1,620,000 ",115,46.50%,155,2.6,99%,18,0
All Home Types,3,2019,Toronto C06,18,"$14,845,388 ","$824,744 ","$619,000 ",47,51.70%,54,2.6,97%,18,0
All Home Types,3,2019,Toronto C07,78,"$67,028,280 ","$859,337 ","$639,000 ",171,43.70%,232,3.4,98%,22,0
All Home Types,3,2019,Toronto C08,164,"$115,649,519 ","$705,180 ","$627,500 ",256,59.50%,230,1.5,102%,15,0
All Home Types,3,2019,Toronto C09,11,"$27,947,000 ","$2,540,636 ","$1,402,000 ",34,58.30%,52,2.1,98%,16,0
All Home Types,3,2019,Toronto C10,47,"$42,401,200 ","$902,153 ","$749,000 ",88,63.70%,75,1.3,100%,11,0
All Home Types,3,2019,Toronto C11,24,"$22,346,389 ","$931,100 ","$529,695 ",45,61.40%,52,1.7,100%,21,0
All Home Types,3,2019,Toronto C12,19,"$43,384,000 ","$2,283,368 ","$1,625,000 ",78,29.40%,154,6.6,97%,31,0
All Home Types,3,2019,Toronto C13,52,"$46,469,538 ","$893,645 ","$690,000 ",110,50.40%,136,2.5,99%,19,0
All Home Types,3,2019,Toronto C14,104,"$88,871,598 ","$854,535 ","$589,000 ",226,48.30%,275,2.8,96%,18,0
All Home Types,3,2019,Toronto C15,119,"$91,492,637 ","$768,846 ","$611,000 ",220,49.70%,256,2.8,98%,26,0
All Home Types,3,2019,Toronto East,668,"$503,708,546 ","$754,055 ","$714,500 ",1075,57.70%,900,1.8,103%,18,0
All Home Types,3,2019,Toronto E01,65,"$65,048,148 ","$1,000,741 ","$985,000 ",98,66.40%,58,0.9,113%,10,0
All Home Types,3,2019,Toronto E02,57,"$64,585,322 ","$1,133,076 ","$1,030,000 ",83,63.80%,55,1.1,104%,11,0
All Home Types,3,2019,Toronto E03,69,"$61,579,968 ","$892,463 ","$940,000 ",116,59.10%,87,1.4,107%,10,0
All Home Types,3,2019,Toronto E04,86,"$57,895,325 ","$673,201 ","$694,950 ",126,60.80%,101,1.7,100%,16,0
All Home Types,3,2019,Toronto E05,62,"$39,636,864 ","$639,304 ","$582,500 ",105,53.90%,99,2.4,99%,24,0
All Home Types,3,2019,Toronto E06,36,"$28,701,799 ","$797,272 ","$742,500 ",57,46.30%,56,2.5,100%,17,0
All Home Types,3,2019,Toronto E07,69,"$41,032,488 ","$594,674 ","$470,000 ",113,55.00%,101,2.4,101%,23,0
All Home Types,3,2019,Toronto E08,46,"$36,404,182 ","$791,395 ","$733,000 ",79,53.90%,80,2.2,96%,18,0
All Home Types,3,2019,Toronto E09,73,"$44,093,500 ","$604,021 ","$645,000 ",131,60.60%,103,1.7,100%,22,0
All Home Types,3,2019,Toronto E10,48,"$33,275,750 ","$693,245 ","$687,500 ",87,50.60%,84,2.6,98%,23,0
All Home Types,3,2019,Toronto E11,57,"$31,455,200 ","$551,846 ","$555,000 ",80,60.10%,76,1.7,99%,31,0
All Home Types,4,2019,All TRREB Areas,9042,"$7,415,774,564 ","$820,148 ","$709,000 ",17205,50.10%,18037,2.6,99%,19,0
All Home Types,4,2019,Halton Region,965,"$825,572,513 ","$855,516 ","$770,000 ",1738,52.70%,1928,2.7,98%,21,0
All Home Types,4,2019,Burlington,272,"$215,611,747 ","$792,690 ","$730,000 ",441,59.50%,501,2.4,98%,24,0
All Home Types,4,2019,Halton Hills,93,"$72,166,499 ","$775,984 ","$725,000 ",160,56.80%,170,2.2,98%,16,0
All Home Types,4,2019,Milton,257,"$188,019,837 ","$731,595 ","$716,000 ",394,56.20%,312,2,99%,16,0
All Home Types,4,2019,Oakville,343,"$349,774,430 ","$1,019,751 ","$878,000 ",743,45.60%,945,3.5,97%,25,0
All Home Types,4,2019,Peel Region,1925,"$1,448,708,221 ","$752,576 ","$707,500 ",3411,53.50%,2973,2.1,99%,15,0
All Home Types,4,2019,Brampton,899,"$646,185,418 ","$718,782 ","$701,000 ",1626,52.50%,1252,2.1,99%,14,0
All Home Types,4,2019,Caledon,107,"$97,389,576 ","$910,183 ","$815,000 ",224,45.20%,293,3.8,97%,21,0
All Home Types,4,2019,Mississauga,919,"$705,133,227 ","$767,283 ","$700,000 ",1561,55.70%,1428,2.1,99%,16,0
All Home Types,4,2019,City of Toronto,3234,"$2,923,508,662 ","$903,992 ","$720,000 ",5734,56.40%,5368,2,101%,17,0
All Home Types,4,2019,Toronto West,912,"$754,604,264 ","$827,417 ","$725,000 ",1549,59.00%,1417,1.9,101%,17,0
All Home Types,4,2019,Toronto Central,1473,"$1,506,974,076 ","$1,023,065 ","$697,000 ",2746,54.40%,2820,2.1,100%,18,0
All Home Types,4,2019,Toronto East,849,"$661,930,322 ","$779,659 ","$744,000 ",1439,57.80%,1131,1.8,103%,15,0
All Home Types,4,2019,York Region,1468,"$1,340,570,363 ","$913,195 ","$845,000 ",3548,37.40%,4643,4.4,98%,23,0
All Home Types,4,2019,Aurora,99,"$87,950,353 ","$888,387 ","$770,000 ",237,37.50%,339,4.3,98%,20,0
All Home Types,4,2019,East Gwillimbury,56,"$45,258,499 ","$808,187 ","$747,500 ",173,32.50%,241,6,99%,27,0
All Home Types,4,2019,Georgina,81,"$45,418,900 ","$560,727 ","$537,000 ",207,36.60%,277,4.7,97%,24,0
All Home Types,4,2019,King,29,"$37,490,000 ","$1,292,759 ","$1,276,250 ",127,26.60%,253,8.9,96%,41,0
All Home Types,4,2019,Markham,382,"$348,780,678 ","$913,038 ","$850,750 ",822,42.10%,969,3.6,99%,23,0
All Home Types,4,2019,Newmarket,135,"$97,970,915 ","$725,710 ","$684,000 ",302,40.00%,372,3.9,98%,20,0
All Home Types,4,2019,Richmond Hill,252,"$256,086,492 ","$1,016,216 ","$933,900 ",664,33.70%,925,5.1,97%,26,0
All Home Types,4,2019,Vaughan,374,"$373,050,788 ","$997,462 ","$925,000 ",833,37.50%,990,4.1,98%,22,0
All Home Types,4,2019,Whitchurch-Stouffville,60,"$48,563,738 ","$809,396 ","$737,500 ",183,36.20%,277,5.3,98%,18,0
All Home Types,4,2019,Durham Region,1075,"$658,109,877 ","$612,195 ","$585,000 ",1993,49.50%,2005,2.5,99%,20,0
All Home Types,4,2019,Ajax,187,"$122,602,908 ","$655,631 ","$635,000 ",317,55.70%,253,1.8,99%,17,0
All Home Types,4,2019,Brock,20,"$10,652,000 ","$532,600 ","$505,500 ",63,41.70%,94,5,91%,32,0
All Home Types,4,2019,Clarington,191,"$109,365,605 ","$572,595 ","$533,000 ",334,49.70%,340,2.4,99%,21,0
All Home Types,4,2019,Oshawa,264,"$132,739,989 ","$502,803 ","$485,500 ",509,47.00%,515,2.5,99%,20,0
All Home Types,4,2019,Pickering,142,"$98,376,996 ","$692,796 ","$675,500 ",236,52.80%,238,2.4,99%,18,0
All Home Types,4,2019,Scugog,21,"$12,578,500 ","$598,976 ","$570,000 ",55,46.40%,96,4.2,96%,47,0
All Home Types,4,2019,Uxbridge,48,"$37,707,200 ","$785,567 ","$750,000 ",67,45.20%,106,4.9,97%,39,0
All Home Types,4,2019,Whitby,202,"$134,086,679 ","$663,795 ","$640,000 ",412,48.50%,363,2.3,99%,17,0
