Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,Active Listings,Avg. SP/LP,Avg. LDOM
Att/Row/Townhouse,10,2023,Toronto C06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,11,2023,Toronto C06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,12,2023,Toronto C06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto C07, -   ,,,,1,3,,
Att/Row/Townhouse,2,2023,Toronto C07,1,"1,183,000","1,183,000","1,183,000", -   ,2,99%,70
Att/Row/Townhouse,3,2023,Toronto C07,1,"1,341,000","1,341,000","1,341,000", -   ,1,99%,100
Att/Row/Townhouse,4,2023,Toronto C07,1,"1,245,000","1,245,000","1,245,000",4,3,104%,6
Att/Row/Townhouse,5,2023,Toronto C07,2,"2,459,000","1,229,500","1,229,500",2,3,103%,16
Att/Row/Townhouse,6,2023,Toronto C07,1,"1,132,000","1,132,000","1,132,000",6,5,113%,7
Att/Row/Townhouse,7,2023,Toronto C07,1,"1,398,000","1,398,000","1,398,000",3,5,100%,8
Att/Row/Townhouse,8,2023,Toronto C07,3,"3,570,000","1,190,000","1,185,000",3,4,95%,24
Att/Row/Townhouse,9,2023,Toronto C07, -   ,,,,3,4,,
Att/Row/Townhouse,10,2023,Toronto C07,1,"1,360,000","1,360,000","1,360,000",1,3,94%,31
Att/Row/Townhouse,11,2023,Toronto C07, -   ,,,,1,4,,
Att/Row/Townhouse,12,2023,Toronto C07, -   ,,,, -   ,1,,
Att/Row/Townhouse,1,2023,Toronto C08,2,"1,925,000","962,500","962,500",10,13,98%,60
Att/Row/Townhouse,2,2023,Toronto C08,4,"5,240,000","1,310,000","1,200,000",10,13,100%,30
Att/Row/Townhouse,3,2023,Toronto C08,6,"10,056,500","1,676,083","1,332,500",11,14,101%,23
Att/Row/Townhouse,4,2023,Toronto C08,7,"10,323,500","1,474,786","1,460,000",6,11,102%,19
Att/Row/Townhouse,5,2023,Toronto C08,10,"13,944,777","1,394,478","1,385,000",14,9,102%,20
Att/Row/Townhouse,6,2023,Toronto C08,6,"8,706,500","1,451,083","1,467,500",14,11,108%,16
Att/Row/Townhouse,7,2023,Toronto C08,1,"1,220,000","1,220,000","1,220,000",12,14,122%,7
Att/Row/Townhouse,8,2023,Toronto C08,1,"1,715,000","1,715,000","1,715,000",5,9,123%,6
Att/Row/Townhouse,9,2023,Toronto C08,1,"1,748,000","1,748,000","1,748,000",15,15,99%,
Att/Row/Townhouse,10,2023,Toronto C08,3,"4,311,800","1,437,267","1,439,000",13,15,101%,9
Att/Row/Townhouse,11,2023,Toronto C08,2,"2,167,000","1,083,500","1,083,500",6,11,1,
Att/Row/Townhouse,12,2023,Toronto C08,1,"1,350,000","1,350,000","1,350,000",1,5,113%,
Att/Row/Townhouse,1,2023,Toronto C09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto C09,1,"2,100,000","2,100,000","2,100,000",2,1,105%,4
Att/Row/Townhouse,3,2023,Toronto C09,2,"3,132,000","1,566,000","1,566,000",2, -   ,105%,5
Att/Row/Townhouse,4,2023,Toronto C09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto C09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,6,2023,Toronto C09,1,"1,662,000","1,662,000","1,662,000",1, -   ,98%,6
Att/Row/Townhouse,7,2023,Toronto C09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,8,2023,Toronto C09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,9,2023,Toronto C09, -   ,,,,2,2,,
Att/Row/Townhouse,10,2023,Toronto C09,2,"4,319,000","2,159,500","2,159,500",2,1,95%,21
Att/Row/Townhouse,11,2023,Toronto C09,1,"1,600,000","1,600,000","1,600,000",4,1,1,
Att/Row/Townhouse,12,2023,Toronto C09,1,"3,100,000","3,100,000","3,100,000", -   , -   ,91%,
Att/Row/Townhouse,1,2023,Toronto C10, -   ,,,,2,2,,
Att/Row/Townhouse,2,2023,Toronto C10,3,"3,700,000","1,233,333","1,100,000",1, -   ,98%,12
Att/Row/Townhouse,3,2023,Toronto C10, -   ,,,, -   , -   ,,
Att/Row/Townhouse,4,2023,Toronto C10, -   ,,,,2,2,,
Att/Row/Townhouse,5,2023,Toronto C10,2,"3,054,200","1,527,100","1,527,100",3,1,102%,13
Att/Row/Townhouse,6,2023,Toronto C10, -   ,,,, -   ,1,,
Att/Row/Townhouse,7,2023,Toronto C10, -   ,,,, -   ,1,,
Att/Row/Townhouse,8,2023,Toronto C10, -   ,,,,3,3,,
Att/Row/Townhouse,9,2023,Toronto C10, -   ,,,,2,4,,
Att/Row/Townhouse,10,2023,Toronto C10, -   ,,,,4,4,,
Att/Row/Townhouse,11,2023,Toronto C10, -   ,,,,1,4,,
Att/Row/Townhouse,12,2023,Toronto C10, -   ,,,,1,2,,
Att/Row/Townhouse,1,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto C11,1,"1,150,000","1,150,000","1,150,000",2, -   ,97%,17
Att/Row/Townhouse,3,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,4,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,6,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,7,2023,Toronto C11, -   ,,,,1,1,,
Att/Row/Townhouse,8,2023,Toronto C11, -   ,,,, -   ,1,,
Att/Row/Townhouse,9,2023,Toronto C11, -   ,,,,1,1,,
Att/Row/Townhouse,10,2023,Toronto C11, -   ,,,, -   ,1,,
Att/Row/Townhouse,11,2023,Toronto C11, -   ,,,,1,1,,
Att/Row/Townhouse,12,2023,Toronto C11, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto C12, -   ,,,,1,2,,
Att/Row/Townhouse,2,2023,Toronto C12, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto C12, -   ,,,, -   , -   ,,
Att/Row/Townhouse,4,2023,Toronto C12, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto C12, -   ,,,,2,2,,
Att/Row/Townhouse,6,2023,Toronto C12, -   ,,,, -   ,2,,
Att/Row/Townhouse,7,2023,Toronto C12, -   ,,,,1,3,,
Att/Row/Townhouse,8,2023,Toronto C12, -   ,,,, -   ,3,,
Att/Row/Townhouse,9,2023,Toronto C12, -   ,,,, -   ,3,,
Att/Row/Townhouse,10,2023,Toronto C12, -   ,,,,3,2,,
Att/Row/Townhouse,11,2023,Toronto C12, -   ,,,, -   , -   ,,
Att/Row/Townhouse,12,2023,Toronto C12, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto C13,1,"1,380,000","1,380,000","1,380,000",4,3,99%,12
Att/Row/Townhouse,2,2023,Toronto C13,4,"4,647,999","1,162,000","1,223,000",5,1,103%,14
Att/Row/Townhouse,3,2023,Toronto C13,1,"1,260,000","1,260,000","1,260,000",3,2,97%,13
Att/Row/Townhouse,4,2023,Toronto C13, -   ,,,,2,1,,
Att/Row/Townhouse,5,2023,Toronto C13,1,"1,451,000","1,451,000","1,451,000",1,1,113%,8
Att/Row/Townhouse,6,2023,Toronto C13, -   ,,,,2,2,,
Att/Row/Townhouse,7,2023,Toronto C13,2,"2,673,000","1,336,500","1,336,500",4,3,116%,9
Att/Row/Townhouse,8,2023,Toronto C13,2,"2,815,000","1,407,500","1,407,500",5,4,105%,7
Att/Row/Townhouse,9,2023,Toronto C13,3,"4,907,500","1,635,833","1,595,000",5,4,105%,
Att/Row/Townhouse,10,2023,Toronto C13,1,"1,125,000","1,125,000","1,125,000",2,3,95%,50
Att/Row/Townhouse,11,2023,Toronto C13,1,"887,000","887,000","887,000",4,5,1,
Att/Row/Townhouse,12,2023,Toronto C13,1,"1,030,000","1,030,000","1,030,000",1,1,95%,
Att/Row/Townhouse,1,2023,Toronto C14,1,"1,500,000","1,500,000","1,500,000",2,1,116%,9
Att/Row/Townhouse,2,2023,Toronto C14, -   ,,,, -   ,1,,
Att/Row/Townhouse,3,2023,Toronto C14,1,"1,488,000","1,488,000","1,488,000",7,5,106%,9
Att/Row/Townhouse,4,2023,Toronto C14,3,"4,990,800","1,663,600","1,705,000",5,5,103%,16
Att/Row/Townhouse,5,2023,Toronto C14,5,"7,556,000","1,511,200","1,416,000",3,1,103%,13
Att/Row/Townhouse,6,2023,Toronto C14,1,"1,418,800","1,418,800","1,418,800",4,3,109%,10
Att/Row/Townhouse,7,2023,Toronto C14,2,"2,809,900","1,404,950","1,404,950",2,1,97%,23
Att/Row/Townhouse,8,2023,Toronto C14, -   ,,,,4,4,,
Att/Row/Townhouse,9,2023,Toronto C14,2,"2,958,000","1,479,000","1,479,000",6,7,99%,
Att/Row/Townhouse,10,2023,Toronto C14,1,"1,300,000","1,300,000","1,300,000",5,9,94%,27
Att/Row/Townhouse,11,2023,Toronto C14,1,"1,649,000","1,649,000","1,649,000", -   ,7,1,
Att/Row/Townhouse,12,2023,Toronto C14,1,"1,308,000","1,308,000","1,308,000",1,3,96%,
Att/Row/Townhouse,1,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,4,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,6,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,7,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,8,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,9,2023,Toronto C15, -   ,,,,3,2,,
Att/Row/Townhouse,10,2023,Toronto C15, -   ,,,,3,2,,
Att/Row/Townhouse,11,2023,Toronto C15,1,"1,038,000","1,038,000","1,038,000",1, -   ,1,
Att/Row/Townhouse,12,2023,Toronto C15, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto E01, -   ,,,,4,4,,
Att/Row/Townhouse,2,2023,Toronto E01,4,"3,886,489","971,622","1,040,000",6,5,104%,28
Att/Row/Townhouse,3,2023,Toronto E01,5,"6,043,600","1,208,720","1,260,000",9,7,117%,7
Att/Row/Townhouse,4,2023,Toronto E01,6,"8,796,500","1,466,083","1,487,500",12,8,114%,6
Att/Row/Townhouse,5,2023,Toronto E01,21,"28,235,313","1,344,539","1,323,313",20,6,117%,7
Att/Row/Townhouse,6,2023,Toronto E01,9,"12,225,000","1,358,333","1,300,000",11,3,114%,8
Att/Row/Townhouse,7,2023,Toronto E01,2,"2,151,500","1,075,750","1,075,750",9,8,111%,6
Att/Row/Townhouse,8,2023,Toronto E01,8,"9,693,000","1,211,625","1,265,000",10,4,110%,14
Att/Row/Townhouse,9,2023,Toronto E01,6,"6,676,000","1,112,667","1,160,000",12,6,107%,
Att/Row/Townhouse,10,2023,Toronto E01,4,"4,542,999","1,135,750","1,136,500",24,16,106%,24
Att/Row/Townhouse,11,2023,Toronto E01,6,"6,007,000","1,001,167","1,067,500",7,7,1,
Att/Row/Townhouse,12,2023,Toronto E01,3,"4,245,000","1,415,000","1,480,000",2,5,99%,
Att/Row/Townhouse,1,2023,Toronto E02, -   ,,,,1, -   ,,
Att/Row/Townhouse,2,2023,Toronto E02,2,"3,150,000","1,575,000","1,575,000",5,2,105%,7
Att/Row/Townhouse,3,2023,Toronto E02,3,"3,446,000","1,148,667","1,136,000",4,1,107%,12
Att/Row/Townhouse,4,2023,Toronto E02,2,"2,941,111","1,470,556","1,470,556",3,2,109%,9
Att/Row/Townhouse,5,2023,Toronto E02, -   ,,,,1,2,,
Att/Row/Townhouse,6,2023,Toronto E02,4,"4,732,500","1,183,125","1,212,500",6,4,119%,4
Att/Row/Townhouse,7,2023,Toronto E02,6,"7,450,000","1,241,667","1,225,000",5,2,111%,8
Att/Row/Townhouse,8,2023,Toronto E02, -   ,,,,2,2,,
Att/Row/Townhouse,9,2023,Toronto E02,2,"2,780,000","1,390,000","1,390,000",6,4,98%,
Att/Row/Townhouse,10,2023,Toronto E02,3,"3,345,118","1,115,039","1,210,118",11,5,105%,7
Att/Row/Townhouse,11,2023,Toronto E02,1,"1,260,000","1,260,000","1,260,000",5,4,1,
Att/Row/Townhouse,12,2023,Toronto E02,1,"1,300,000","1,300,000","1,300,000",3,2,94%,
Att/Row/Townhouse,1,2023,Toronto E03,1,"1,601,000","1,601,000","1,601,000", -   , -   ,98%,44
Att/Row/Townhouse,2,2023,Toronto E03, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto E03,2,"2,495,000","1,247,500","1,247,500",2, -   ,128%,2
Att/Row/Townhouse,4,2023,Toronto E03, -   ,,,,1,1,,
Att/Row/Townhouse,5,2023,Toronto E03,2,"1,965,707","982,854","982,854",1, -   ,123%,5
Att/Row/Townhouse,6,2023,Toronto E03, -   ,,,, -   , -   ,,
Att/Row/Townhouse,7,2023,Toronto E03, -   ,,,, -   , -   ,,
Att/Row/Townhouse,8,2023,Toronto E03,1,"1,291,000","1,291,000","1,291,000",3,1,129%,7
Att/Row/Townhouse,9,2023,Toronto E03,2,"3,180,000","1,590,000","1,590,000",4,3,97%,
Att/Row/Townhouse,10,2023,Toronto E03,3,"2,675,000","891,667","850,000",2,2,99%,24
Att/Row/Townhouse,11,2023,Toronto E03,1,"1,147,000","1,147,000","1,147,000",1,1,1,
Att/Row/Townhouse,12,2023,Toronto E03,1,"990,000","990,000","990,000", -   , -   ,94%,
Att/Row/Townhouse,1,2023,Toronto E04,2,"2,068,000","1,034,000","1,034,000",4,4,110%,4
Att/Row/Townhouse,2,2023,Toronto E04,5,"4,746,500","949,300","991,000",5,2,108%,15
Att/Row/Townhouse,3,2023,Toronto E04,3,"2,960,000","986,667","1,030,000",3,1,104%,10
Att/Row/Townhouse,4,2023,Toronto E04,1,"920,000","920,000","920,000",6,4,105%,14
Att/Row/Townhouse,5,2023,Toronto E04,9,"9,208,550","1,023,172","1,100,000",11,3,108%,7
Att/Row/Townhouse,6,2023,Toronto E04,6,"6,165,000","1,027,500","1,002,500",8,5,115%,9
Att/Row/Townhouse,7,2023,Toronto E04,4,"3,713,000","928,250","939,000",7,7,105%,18
Att/Row/Townhouse,8,2023,Toronto E04,2,"1,976,000","988,000","988,000",4,4,107%,23
Att/Row/Townhouse,9,2023,Toronto E04,2,"1,990,000","995,000","995,000",10,9,108%,
Att/Row/Townhouse,10,2023,Toronto E04,3,"2,805,000","935,000","945,000",8,9,101%,17
Att/Row/Townhouse,11,2023,Toronto E04,3,"2,733,000","911,000","855,000",10,9,1,
Att/Row/Townhouse,12,2023,Toronto E04,2,"1,350,000","675,000","675,000",2,4,93%,
Att/Row/Townhouse,1,2023,Toronto E05,1,"1,080,888","1,080,888","1,080,888",1, -   ,120%,8
Att/Row/Townhouse,2,2023,Toronto E05, -   ,,,,1,1,,
Att/Row/Townhouse,3,2023,Toronto E05,3,"3,133,900","1,044,633","1,050,000",4, -   ,112%,9
Att/Row/Townhouse,4,2023,Toronto E05, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto E05,1,"1,125,000","1,125,000","1,125,000",1, -   ,113%,5
Att/Row/Townhouse,6,2023,Toronto E05, -   ,,,,1,1,,
Att/Row/Townhouse,7,2023,Toronto E05,1,"950,000","950,000","950,000",4,3,119%,11
Att/Row/Townhouse,8,2023,Toronto E05,1,"955,000","955,000","955,000", -   ,1,100%,20
Att/Row/Townhouse,9,2023,Toronto E05,1,"995,000","995,000","995,000",4,3,117%,
Att/Row/Townhouse,10,2023,Toronto E05,1,"760,000","760,000","760,000",4,4,100%,16
Att/Row/Townhouse,11,2023,Toronto E05,4,"4,072,500","1,018,125","1,044,750",3,3,1,
Att/Row/Townhouse,12,2023,Toronto E05,2,"1,823,000","911,500","911,500",1, -   ,97%,
Att/Row/Townhouse,1,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,4,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto E06, -   ,,,,2,1,,
Att/Row/Townhouse,6,2023,Toronto E06,1,"895,000","895,000","895,000", -   , -   ,119%,13
Att/Row/Townhouse,7,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,8,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,9,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,10,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,11,2023,Toronto E06, -   ,,,,1, -   ,,
Att/Row/Townhouse,12,2023,Toronto E06, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto E07, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto E07,1,"800,800","800,800","800,800",1, -   ,115%,7
Att/Row/Townhouse,3,2023,Toronto E07,3,"3,112,000","1,037,333","1,011,000",4,2,120%,5
Att/Row/Townhouse,4,2023,Toronto E07,4,"4,235,688","1,058,922","1,054,844",3, -   ,128%,2
Att/Row/Townhouse,5,2023,Toronto E07,1,"1,000,000","1,000,000","1,000,000",1, -   ,111%,3
Att/Row/Townhouse,6,2023,Toronto E07,1,"1,110,000","1,110,000","1,110,000",4,3,117%,7
Att/Row/Townhouse,7,2023,Toronto E07,2,"1,910,000","955,000","955,000",4,3,103%,10
Att/Row/Townhouse,8,2023,Toronto E07,5,"4,826,888","965,378","963,888",2, -   ,104%,12
Att/Row/Townhouse,9,2023,Toronto E07,1,"943,000","943,000","943,000",1, -   ,110%,
Att/Row/Townhouse,10,2023,Toronto E07,1,"950,000","950,000","950,000",1, -   ,106%,13
Att/Row/Townhouse,11,2023,Toronto E07, -   ,,,, -   , -   ,,
Att/Row/Townhouse,12,2023,Toronto E07, -   ,,,, -   , -   ,,
Att/Row/Townhouse,1,2023,Toronto E08,1,"930,000","930,000","930,000", -   , -   ,96%,20
Att/Row/Townhouse,2,2023,Toronto E08, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto E08,1,"1,050,000","1,050,000","1,050,000",3, -   ,105%,5
Att/Row/Townhouse,4,2023,Toronto E08,1,"920,000","920,000","920,000",4,2,102%,10
Att/Row/Townhouse,5,2023,Toronto E08,1,"925,000","925,000","925,000",1,2,103%,18
Att/Row/Townhouse,6,2023,Toronto E08,4,"3,652,000","913,000","913,500",3,1,100%,19
Att/Row/Townhouse,7,2023,Toronto E08,2,"1,627,000","813,500","813,500",5,3,99%,8
Att/Row/Townhouse,8,2023,Toronto E08,2,"2,110,000","1,055,000","1,055,000",5,3,111%,5
Att/Row/Townhouse,9,2023,Toronto E08,2,"1,710,000","855,000","855,000",1,1,118%,
Att/Row/Townhouse,10,2023,Toronto E08, -   ,,,,2,2,,
Att/Row/Townhouse,11,2023,Toronto E08,2,"1,730,000","865,000","865,000",2,1,1,
Att/Row/Townhouse,12,2023,Toronto E08, -   ,,,,1,2,,
Att/Row/Townhouse,1,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,2,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,3,2023,Toronto E09,1,"1,020,000","1,020,000","1,020,000",1, -   ,113%,6
Att/Row/Townhouse,4,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,5,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,6,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,7,2023,Toronto E09, -   ,,,,1,1,,
Att/Row/Townhouse,8,2023,Toronto E09,1,"980,000","980,000","980,000", -   , -   ,102%,11
Att/Row/Townhouse,9,2023,Toronto E09, -   ,,,, -   , -   ,,
Att/Row/Townhouse,10,2023,Toronto E09, -   ,,,,1,1,,
Att/Row/Townhouse,11,2023,Toronto E09, -   ,,,, -   ,1,,
Att/Row/Townhouse,12,2023,Toronto E09, -   ,,,,2,1,,
Att/Row/Townhouse,1,2023,Toronto E10,1,"983,000","983,000","983,000",2,1,98%,15
Att/Row/Townhouse,2,2023,Toronto E10,1,"900,000","900,000","900,000",2,2,100%,11
Att/Row/Townhouse,3,2023,Toronto E10,2,"1,845,000","922,500","922,500",2,1,97%,14
Att/Row/Townhouse,4,2023,Toronto E10,4,"3,585,000","896,250","935,000",4,1,102%,13
Att/Row/Townhouse,5,2023,Toronto E10,5,"4,820,000","964,000","980,000",7,1,112%,10
Att/Row/Townhouse,6,2023,Toronto E10,4,"3,364,300","841,075","841,000",9,4,104%,9
Att/Row/Townhouse,7,2023,Toronto E10,2,"2,151,800","1,075,900","1,075,900",2,3,105%,6
Att/Row/Townhouse,8,2023,Toronto E10,1,"865,000","865,000","865,000",4,4,99%,8
Att/Row/Townhouse,9,2023,Toronto E10,2,"1,737,500","868,750","868,750",5,4,103%,
Att/Row/Townhouse,10,2023,Toronto E10,1,"910,000","910,000","910,000",2,5,104%,18
Att/Row/Townhouse,11,2023,Toronto E10,1,"885,000","885,000","885,000",5,3,1,
Att/Row/Townhouse,12,2023,Toronto E10, -   ,,,,4,7,,
Att/Row/Townhouse,1,2023,Toronto E11, -   ,,,,4,3,,
Att/Row/Townhouse,2,2023,Toronto E11,1,"920,000","920,000","920,000",2,3,115%,8
Att/Row/Townhouse,3,2023,Toronto E11,6,"5,410,500","901,750","908,500",5,2,107%,13
Att/Row/Townhouse,4,2023,Toronto E11,4,"3,621,000","905,250","903,000",5,3,115%,8
Att/Row/Townhouse,5,2023,Toronto E11,3,"2,829,000","943,000","970,000",4,3,103%,12
Att/Row/Townhouse,6,2023,Toronto E11,8,"7,140,500","892,563","891,500",12,5,105%,10
Att/Row/Townhouse,7,2023,Toronto E11,2,"1,595,000","797,500","797,500",9,7,100%,24
Att/Row/Townhouse,8,2023,Toronto E11,6,"5,132,500","855,417","872,500",9,7,102%,16
Att/Row/Townhouse,9,2023,Toronto E11,5,"4,686,000","937,200","950,000",10,10,100%,
Att/Row/Townhouse,10,2023,Toronto E11,2,"1,697,000","848,500","848,500",7,7,98%,56
Att/Row/Townhouse,11,2023,Toronto E11,3,"2,895,000","965,000","995,000",7,5,1,
Att/Row/Townhouse,12,2023,Toronto E11,2,"1,585,000","792,500","792,500",5,2,101%,
Att/Row/Townhouse,1,2023,Toronto W01,2,"2,299,999","1,150,000","1,150,000",2,1,90%,28
Att/Row/Townhouse,2,2023,Toronto W01,2,"2,480,000","1,240,000","1,240,000",2,1,106%,11
Att/Row/Townhouse,3,2023,Toronto W01,1,"1,381,000","1,381,000","1,381,000",2,2,106%,7
Att/Row/Townhouse,4,2023,Toronto W01,3,"4,372,500","1,457,500","1,437,500",3,2,124%,6
Att/Row/Townhouse,5,2023,Toronto W01,5,"7,395,000","1,479,000","1,450,000",5,2,119%,14
Att/Row/Townhouse,6,2023,Toronto W01,3,"4,199,999","1,400,000","1,378,000",4,2,114%,3
Att/Row/Townhouse,7,2023,Toronto W01,1,"999,999","999,999","999,999",3,3,111%,7
Att/Row/Townhouse,8,2023,Toronto W01, -   ,,,, -   ,3,,
Att/Row/Townhouse,9,2023,Toronto W01,1,"1,550,000","1,550,000","1,550,000",6,7,141%,
Att/Row/Townhouse,10,2023,Toronto W01,2,"3,030,316","1,515,158","1,515,158",2,6,105%,3
Att/Row/Townhouse,11,2023,Toronto W01,1,"1,060,000","1,060,000","1,060,000",1,6,1,
Att/Row/Townhouse,12,2023,Toronto W01,1,"1,485,000","1,485,000","1,485,000", -   ,3,99%,
Att/Row/Townhouse,1,2023,Toronto W02,1,"1,170,000","1,170,000","1,170,000",4,5,97%,5
Att/Row/Townhouse,2,2023,Toronto W02,2,"2,951,600","1,475,800","1,475,800",7,8,128%,7
Att/Row/Townhouse,3,2023,Toronto W02,6,"7,869,500","1,311,583","1,260,500",6,3,105%,15
Att/Row/Townhouse,4,2023,Toronto W02,1,"1,700,000","1,700,000","1,700,000",5,4,107%,8
Att/Row/Townhouse,5,2023,Toronto W02,3,"3,525,000","1,175,000","1,300,000",6,6,115%,7
Att/Row/Townhouse,6,2023,Toronto W02,4,"5,492,500","1,373,125","1,428,000",6,6,113%,17
Att/Row/Townhouse,7,2023,Toronto W02,5,"5,275,500","1,055,100","1,038,000",9,8,104%,12
Att/Row/Townhouse,8,2023,Toronto W02,1,"990,000","990,000","990,000",5,8,97%,2
Att/Row/Townhouse,9,2023,Toronto W02,5,"6,186,000","1,237,200","1,086,000",13,12,105%,
Att/Row/Townhouse,10,2023,Toronto W02,2,"2,422,000","1,211,000","1,211,000",10,15,101%,25
Att/Row/Townhouse,11,2023,Toronto W02,5,"5,585,000","1,117,000","1,100,000",9,10,1,
Att/Row/Townhouse,12,2023,Toronto W02,3,"3,725,000","1,241,667","1,070,000",1,6,94%,
Att/Row/Townhouse,1,2023,Toronto W03,1,"665,000","665,000","665,000",3,2,99%,10
Att/Row/Townhouse,2,2023,Toronto W03,2,"1,970,000","985,000","985,000", -   , -   ,107%,10
Att/Row/Townhouse,3,2023,Toronto W03,1,"640,000","640,000","640,000",5,1,107%,6
Att/Row/Townhouse,4,2023,Toronto W03,4,"3,905,000","976,250","882,500",6,3,107%,12
Att/Row/Townhouse,5,2023,Toronto W03,4,"3,624,000","906,000","824,500",3,2,110%,11
Att/Row/Townhouse,6,2023,Toronto W03,2,"1,881,000","940,500","940,500",2,1,105%,2
Att/Row/Townhouse,7,2023,Toronto W03, -   ,,,,1,2,,
Att/Row/Townhouse,8,2023,Toronto W03, -   ,,,,1,3,,
Att/Row/Townhouse,9,2023,Toronto W03,2,"1,730,000","865,000","865,000",4,3,96%,
Att/Row/Townhouse,10,2023,Toronto W03, -   ,,,,4,3,,
Att/Row/Townhouse,11,2023,Toronto W03,1,"1,060,000","1,060,000","1,060,000", -   ,2,1,
Att/Row/Townhouse,12,2023,Toronto W03, -   ,,,, -   ,1,,
Att/Row/Townhouse,1,2023,Toronto W04, -   ,,,,1,1,,
Att/Row/Townhouse,2,2023,Toronto W04,1,"892,000","892,000","892,000",1,1,112%,7
Att/Row/Townhouse,3,2023,Toronto W04, -   ,,,,2,3,,
Att/Row/Townhouse,4,2023,Toronto W04,2,"1,955,000","977,500","977,500",2,3,99%,22
Att/Row/Townhouse,5,2023,Toronto W04,3,"3,005,000","1,001,667","985,000",2,2,103%,11
Att/Row/Townhouse,6,2023,Toronto W04,1,"825,000","825,000","825,000", -   , -   ,97%,58
Att/Row/Townhouse,7,2023,Toronto W04, -   ,,,,2,2,,
Att/Row/Townhouse,8,2023,Toronto W04,1,"1,035,000","1,035,000","1,035,000",1,1,96%,24
