Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,Active Listings,Avg. SP/LP,Avg. LDOM
Att/Row/Townhouse,4,2025,Toronto W07,2,"$2,277,000 ","$1,138,500 ","$1,138,500 ",2,5,99%,31
Att/Row/Townhouse,4,2025,Toronto W08,3,"$3,635,000 ","$1,211,667 ","$1,225,000 ",8,8,96%,21
Att/Row/Townhouse,4,2025,Toronto W09,0,0,0,0,3,3,0,0
Att/Row/Townhouse,4,2025,Toronto W10,0,0,0,0,2,3,0,0
Att/Row/Townhouse,4,2025,Toronto C01,15,"$22,490,000 ","$1,499,333 ","$1,380,000 ",36,37,101%,9
Att/Row/Townhouse,4,2025,Toronto C02,4,"$9,970,000 ","$2,492,500 ","$2,425,000 ",6,10,94%,44
Att/Row/Townhouse,4,2025,Toronto C03,2,"$3,760,000 ","$1,880,000 ","$1,880,000 ",0,0,99%,9
Att/Row/Townhouse,4,2025,Toronto C04,0,0,0,0,5,9,0,0
Att/Row/Townhouse,4,2025,Toronto C06,0,0,0,0,1,1,0,0
Att/Row/Townhouse,4,2025,Toronto C07,3,"$4,250,000 ","$1,416,667 ","$1,300,000 ",4,5,102%,16
Att/Row/Townhouse,4,2025,Toronto C08,4,"$5,920,000 ","$1,480,000 ","$1,470,000 ",18,26,96%,25
Att/Row/Townhouse,4,2025,Toronto C09,0,0,0,0,0,1,0,0
Att/Row/Townhouse,4,2025,Toronto C10,2,"$2,728,500 ","$1,364,250 ","$1,364,250 ",2,0,99%,6
Att/Row/Townhouse,4,2025,Toronto C11,1,"$1,930,000 ","$1,930,000 ","$1,930,000 ",2,1,98%,4
Att/Row/Townhouse,4,2025,Toronto C12,0,0,0,0,1,2,0,0
Att/Row/Townhouse,4,2025,Toronto C13,0,0,0,0,12,13,0,0
Att/Row/Townhouse,4,2025,Toronto C14,2,"$3,541,000 ","$1,770,500 ","$1,770,500 ",5,11,99%,17
Att/Row/Townhouse,4,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,4,2025,Toronto E01,5,"$6,645,888 ","$1,329,178 ","$1,495,888 ",12,9,106%,11
Att/Row/Townhouse,4,2025,Toronto E02,1,"$1,311,005 ","$1,311,005 ","$1,311,005 ",10,7,119%,6
Att/Row/Townhouse,4,2025,Toronto E03,1,"$1,256,000 ","$1,256,000 ","$1,256,000 ",3,3,126%,6
Att/Row/Townhouse,4,2025,Toronto E04,1,"$850,000 ","$850,000 ","$850,000 ",11,17,106%,13
Att/Row/Townhouse,4,2025,Toronto E05,1,"$786,000 ","$786,000 ","$786,000 ",1,4,112%,17
Att/Row/Townhouse,4,2025,Toronto E06,1,"$999,000 ","$999,000 ","$999,000 ",4,2,100%,12
Att/Row/Townhouse,4,2025,Toronto E07,2,"$1,861,800 ","$930,900 ","$930,900 ",4,4,111%,8
Att/Row/Townhouse,4,2025,Toronto E08,1,"$830,000 ","$830,000 ","$830,000 ",5,6,95%,75
Att/Row/Townhouse,4,2025,Toronto E09,1,"$999,990 ","$999,990 ","$999,990 ",5,8,100%,19
Att/Row/Townhouse,4,2025,Toronto E10,1,"$850,000 ","$850,000 ","$850,000 ",5,5,106%,11
Att/Row/Townhouse,4,2025,Toronto E11,2,"$1,716,000 ","$858,000 ","$858,000 ",6,11,98%,11
Att/Row/Townhouse,5,2025,Burlington,25,"$23,605,900 ","$944,236 ","$915,000 ",48,50,98%,28
Att/Row/Townhouse,5,2025,Halton Hills,7,"$5,775,000 ","$825,000 ","$865,000 ",21,22,97%,22
Att/Row/Townhouse,5,2025,Milton,47,"$41,162,407 ","$875,796 ","$870,000 ",128,128,100%,22
Att/Row/Townhouse,5,2025,Oakville,64,"$73,666,752 ","$1,151,043 ","$1,115,750 ",152,194,98%,22
Att/Row/Townhouse,5,2025,Brampton,73,"$59,482,399 ","$814,827 ","$820,000 ",205,300,100%,26
Att/Row/Townhouse,5,2025,Caledon,10,"$8,985,500 ","$898,550 ","$877,500 ",49,74,98%,25
Att/Row/Townhouse,5,2025,Mississauga,22,"$22,343,100 ","$1,015,595 ","$997,500 ",79,86,102%,19
Att/Row/Townhouse,5,2025,Aurora,11,"$10,490,000 ","$953,636 ","$955,000 ",29,36,98%,35
Att/Row/Townhouse,5,2025,East Gwillimbury,3,"$2,942,500 ","$980,833 ","$975,000 ",23,28,106%,38
Att/Row/Townhouse,5,2025,Georgina,7,"$5,107,000 ","$729,571 ","$775,000 ",12,11,98%,22
Att/Row/Townhouse,5,2025,King,2,"$2,670,000 ","$1,335,000 ","$1,335,000 ",6,6,94%,37
Att/Row/Townhouse,5,2025,Markham,34,"$39,083,688 ","$1,149,520 ","$1,185,000 ",158,212,105%,23
Att/Row/Townhouse,5,2025,Newmarket,10,"$9,047,000 ","$904,700 ","$887,500 ",39,46,99%,25
Att/Row/Townhouse,5,2025,Richmond Hill,27,"$31,726,088 ","$1,175,040 ","$1,201,000 ",125,175,105%,27
Att/Row/Townhouse,5,2025,Vaughan,30,"$34,359,288 ","$1,145,310 ","$1,122,500 ",126,162,100%,21
Att/Row/Townhouse,5,2025,Stouffville,5,"$4,760,000 ","$952,000 ","$960,000 ",29,30,104%,44
Att/Row/Townhouse,5,2025,Ajax,30,"$24,573,101 ","$819,103 ","$825,000 ",48,54,103%,17
Att/Row/Townhouse,5,2025,Brock,0,0,0,0,1,1,0,0
Att/Row/Townhouse,5,2025,Clarington,22,"$15,622,400 ","$710,109 ","$707,500 ",63,46,103%,12
Att/Row/Townhouse,5,2025,Oshawa,15,"$11,061,500 ","$737,433 ","$710,000 ",53,65,99%,26
Att/Row/Townhouse,5,2025,Pickering,20,"$16,991,000 ","$849,550 ","$867,500 ",52,47,101%,22
Att/Row/Townhouse,5,2025,Scugog,1,"$749,000 ","$749,000 ","$749,000 ",4,4,97%,55
Att/Row/Townhouse,5,2025,Uxbridge,3,"$2,820,000 ","$940,000 ","$975,000 ",7,12,101%,18
Att/Row/Townhouse,5,2025,Whitby,40,"$32,012,000 ","$800,300 ","$805,000 ",86,89,103%,16
Att/Row/Townhouse,5,2025,Orangeville,9,"$6,096,000 ","$677,333 ","$685,000 ",14,18,99%,25
Att/Row/Townhouse,5,2025,Adjala-Tosorontio,1,"$960,000 ","$960,000 ","$960,000 ",1,3,89%,43
Att/Row/Townhouse,5,2025,Bradford,3,"$2,576,625 ","$858,875 ","$861,625 ",14,21,98%,29
Att/Row/Townhouse,5,2025,Essa,6,"$4,044,500 ","$674,083 ","$681,750 ",12,13,98%,27
Att/Row/Townhouse,5,2025,Innisfil,8,"$6,856,332 ","$857,042 ","$772,500 ",33,43,99%,19
Att/Row/Townhouse,5,2025,New Tecumseth,3,"$2,165,000 ","$721,667 ","$715,000 ",24,28,100%,20
Att/Row/Townhouse,5,2025,Toronto W01,2,"$3,941,000 ","$1,970,500 ","$1,970,500 ",3,3,118%,8
Att/Row/Townhouse,5,2025,Toronto W02,7,"$8,835,023 ","$1,262,146 ","$1,300,000 ",7,6,111%,15
Att/Row/Townhouse,5,2025,Toronto W03,1,"$1,348,000 ","$1,348,000 ","$1,348,000 ",3,6,93%,37
Att/Row/Townhouse,5,2025,Toronto W04,1,"$825,000 ","$825,000 ","$825,000 ",6,4,109%,5
Att/Row/Townhouse,5,2025,Toronto W05,4,"$3,776,000 ","$944,000 ","$938,500 ",11,23,98%,33
Att/Row/Townhouse,5,2025,Toronto W06,5,"$5,512,000 ","$1,102,400 ","$1,160,000 ",10,13,94%,42
Att/Row/Townhouse,5,2025,Toronto W07,2,"$2,580,000 ","$1,290,000 ","$1,290,000 ",3,3,99%,9
Att/Row/Townhouse,5,2025,Toronto W08,1,"$1,310,000 ","$1,310,000 ","$1,310,000 ",5,8,131%,7
Att/Row/Townhouse,5,2025,Toronto W09,0,0,0,0,5,6,0,0
Att/Row/Townhouse,5,2025,Toronto W10,1,"$1,032,000 ","$1,032,000 ","$1,032,000 ",7,5,98%,40
Att/Row/Townhouse,5,2025,Toronto C01,18,"$28,749,507 ","$1,597,195 ","$1,501,000 ",39,42,101%,17
Att/Row/Townhouse,5,2025,Toronto C02,5,"$11,380,014 ","$2,276,003 ","$1,990,000 ",14,10,95%,10
Att/Row/Townhouse,5,2025,Toronto C03,0,0,0,0,1,1,0,0
Att/Row/Townhouse,5,2025,Toronto C04,1,"$1,768,000 ","$1,768,000 ","$1,768,000 ",5,7,94%,121
Att/Row/Townhouse,5,2025,Toronto C06,0,0,0,0,1,1,0,0
Att/Row/Townhouse,5,2025,Toronto C07,4,"$4,832,500 ","$1,208,125 ","$1,158,750 ",3,1,104%,21
Att/Row/Townhouse,5,2025,Toronto C08,9,"$11,183,500 ","$1,242,611 ","$1,135,000 ",27,28,103%,37
Att/Row/Townhouse,5,2025,Toronto C09,1,"$2,360,830 ","$2,360,830 ","$2,360,830 ",2,1,118%,7
Att/Row/Townhouse,5,2025,Toronto C10,0,0,0,0,1,1,0,0
Att/Row/Townhouse,5,2025,Toronto C11,1,"$1,517,000 ","$1,517,000 ","$1,517,000 ",1,1,101%,14
Att/Row/Townhouse,5,2025,Toronto C12,0,0,0,0,1,2,0,0
Att/Row/Townhouse,5,2025,Toronto C13,3,"$3,737,000 ","$1,245,667 ","$1,430,000 ",12,15,104%,10
Att/Row/Townhouse,5,2025,Toronto C14,7,"$9,587,500 ","$1,369,643 ","$1,420,000 ",10,9,99%,37
Att/Row/Townhouse,5,2025,Toronto C15,1,"$1,222,000 ","$1,222,000 ","$1,222,000 ",1,0,130%,11
Att/Row/Townhouse,5,2025,Toronto E01,11,"$14,736,900 ","$1,339,718 ","$1,285,900 ",23,12,105%,16
Att/Row/Townhouse,5,2025,Toronto E02,3,"$3,487,500 ","$1,162,500 ","$1,075,000 ",11,7,100%,7
Att/Row/Townhouse,5,2025,Toronto E03,2,"$2,190,000 ","$1,095,000 ","$1,095,000 ",1,2,101%,11
Att/Row/Townhouse,5,2025,Toronto E04,4,"$3,703,500 ","$925,875 ","$903,250 ",19,19,104%,7
Att/Row/Townhouse,5,2025,Toronto E05,1,"$930,000 ","$930,000 ","$930,000 ",7,8,103%,15
Att/Row/Townhouse,5,2025,Toronto E06,1,"$737,000 ","$737,000 ","$737,000 ",1,1,92%,29
Att/Row/Townhouse,5,2025,Toronto E07,2,"$1,908,000 ","$954,000 ","$954,000 ",5,5,107%,33
Att/Row/Townhouse,5,2025,Toronto E08,4,"$3,504,500 ","$876,125 ","$864,500 ",2,2,98%,22
Att/Row/Townhouse,5,2025,Toronto E09,5,"$4,646,980 ","$929,396 ","$899,000 ",5,5,99%,43
Att/Row/Townhouse,5,2025,Toronto E10,0,0,0,0,11,12,0,0
Att/Row/Townhouse,5,2025,Toronto E11,5,"$4,105,000 ","$821,000 ","$830,000 ",13,14,100%,30
Att/Row/Townhouse,6,2025,Burlington,24,"$21,983,799 ","$915,992 ","$907,500 ",44,50,97%,22
Att/Row/Townhouse,6,2025,Halton Hills,9,"$7,290,500 ","$810,056 ","$805,000 ",16,20,102%,17
Att/Row/Townhouse,6,2025,Milton,41,"$36,177,046 ","$882,367 ","$880,000 ",138,150,99%,21
Att/Row/Townhouse,6,2025,Oakville,42,"$47,773,300 ","$1,137,460 ","$1,075,000 ",132,193,99%,26
Att/Row/Townhouse,6,2025,Brampton,62,"$51,758,581 ","$834,816 ","$830,000 ",240,327,99%,22
Att/Row/Townhouse,6,2025,Caledon,14,"$12,783,999 ","$913,143 ","$894,750 ",45,71,97%,19
Att/Row/Townhouse,6,2025,Mississauga,18,"$17,035,000 ","$946,389 ","$950,000 ",57,79,102%,19
Att/Row/Townhouse,6,2025,Aurora,8,"$7,347,500 ","$918,438 ","$912,000 ",23,35,100%,30
Att/Row/Townhouse,6,2025,East Gwillimbury,10,"$8,560,000 ","$856,000 ","$837,500 ",21,28,99%,31
Att/Row/Townhouse,6,2025,Georgina,5,"$3,853,900 ","$770,780 ","$720,000 ",9,13,99%,18
Att/Row/Townhouse,6,2025,King,1,"$1,500,000 ","$1,500,000 ","$1,500,000 ",5,9,94%,13
Att/Row/Townhouse,6,2025,Markham,43,"$48,889,553 ","$1,136,966 ","$1,120,000 ",123,206,102%,24
Att/Row/Townhouse,6,2025,Newmarket,8,"$7,301,888 ","$912,736 ","$908,000 ",38,47,98%,31
Att/Row/Townhouse,6,2025,Richmond Hill,26,"$29,987,800 ","$1,153,377 ","$1,145,000 ",122,190,100%,22
Att/Row/Townhouse,6,2025,Vaughan,24,"$27,036,000 ","$1,126,500 ","$1,119,000 ",127,185,100%,15
Att/Row/Townhouse,6,2025,Stouffville,7,"$6,423,000 ","$917,571 ","$905,000 ",33,43,97%,22
Att/Row/Townhouse,6,2025,Ajax,19,"$15,670,000 ","$824,737 ","$830,000 ",43,55,100%,31
Att/Row/Townhouse,6,2025,Brock,0,0,0,0,1,2,0,0
Att/Row/Townhouse,6,2025,Clarington,24,"$17,203,721 ","$716,822 ","$712,500 ",51,47,103%,15
Att/Row/Townhouse,6,2025,Oshawa,14,"$9,973,000 ","$712,357 ","$707,500 ",48,68,101%,20
Att/Row/Townhouse,6,2025,Pickering,16,"$13,121,000 ","$820,063 ","$822,500 ",42,52,98%,26
Att/Row/Townhouse,6,2025,Scugog,1,"$805,000 ","$805,000 ","$805,000 ",0,2,97%,20
Att/Row/Townhouse,6,2025,Uxbridge,1,"$1,200,000 ","$1,200,000 ","$1,200,000 ",8,14,96%,32
Att/Row/Townhouse,6,2025,Whitby,32,"$25,706,500 ","$803,328 ","$786,000 ",83,95,102%,19
Att/Row/Townhouse,6,2025,Orangeville,3,"$2,277,000 ","$759,000 ","$750,000 ",20,27,98%,9
Att/Row/Townhouse,6,2025,Adjala-Tosorontio,0,0,0,0,0,2,0,0
Att/Row/Townhouse,6,2025,Bradford,5,"$4,133,000 ","$826,600 ","$830,000 ",26,26,98%,35
Att/Row/Townhouse,6,2025,Essa,4,"$2,439,000 ","$609,750 ","$608,500 ",12,17,97%,23
Att/Row/Townhouse,6,2025,Innisfil,8,"$7,713,500 ","$964,188 ","$722,000 ",26,45,95%,28
Att/Row/Townhouse,6,2025,New Tecumseth,7,"$5,059,800 ","$722,829 ","$725,000 ",26,34,97%,31
Att/Row/Townhouse,6,2025,Toronto W01,2,"$2,795,000 ","$1,397,500 ","$1,397,500 ",5,4,112%,6
Att/Row/Townhouse,6,2025,Toronto W02,5,"$6,177,500 ","$1,235,500 ","$1,310,000 ",12,7,103%,8
Att/Row/Townhouse,6,2025,Toronto W03,2,"$2,124,000 ","$1,062,000 ","$1,062,000 ",3,6,97%,14
Att/Row/Townhouse,6,2025,Toronto W04,0,0,0,0,2,4,0,0
Att/Row/Townhouse,6,2025,Toronto W05,3,"$2,565,000 ","$855,000 ","$805,000 ",14,23,97%,22
Att/Row/Townhouse,6,2025,Toronto W06,5,"$5,064,263 ","$1,012,853 ","$1,122,000 ",8,12,99%,28
Att/Row/Townhouse,6,2025,Toronto W07,1,"$1,275,000 ","$1,275,000 ","$1,275,000 ",2,2,106%,7
Att/Row/Townhouse,6,2025,Toronto W08,4,"$5,040,000 ","$1,260,000 ","$1,210,000 ",2,2,97%,29
Att/Row/Townhouse,6,2025,Toronto W09,2,"$1,800,000 ","$900,000 ","$900,000 ",1,3,95%,23
Att/Row/Townhouse,6,2025,Toronto W10,2,"$1,670,000 ","$835,000 ","$835,000 ",0,3,99%,14
Att/Row/Townhouse,6,2025,Toronto C01,17,"$24,902,500 ","$1,464,853 ","$1,410,000 ",40,44,101%,13
Att/Row/Townhouse,6,2025,Toronto C02,3,"$6,079,818 ","$2,026,606 ","$2,128,818 ",5,11,101%,8
Att/Row/Townhouse,6,2025,Toronto C03,0,0,0,0,0,1,0,0
Att/Row/Townhouse,6,2025,Toronto C04,1,"$1,295,000 ","$1,295,000 ","$1,295,000 ",3,8,96%,26
Att/Row/Townhouse,6,2025,Toronto C06,0,0,0,0,1,0,0,0
Att/Row/Townhouse,6,2025,Toronto C07,0,0,0,0,2,3,0,0
Att/Row/Townhouse,6,2025,Toronto C08,4,"$3,818,900 ","$954,725 ","$1,162,000 ",19,29,96%,48
Att/Row/Townhouse,6,2025,Toronto C09,0,0,0,0,2,3,0,0
Att/Row/Townhouse,6,2025,Toronto C10,0,0,0,0,1,2,0,0
Att/Row/Townhouse,6,2025,Toronto C11,0,0,0,0,0,1,0,0
Att/Row/Townhouse,6,2025,Toronto C12,0,0,0,0,1,2,0,0
Att/Row/Townhouse,6,2025,Toronto C13,5,"$5,462,999 ","$1,092,600 ","$1,010,000 ",8,8,98%,11
Att/Row/Townhouse,6,2025,Toronto C14,1,"$1,046,786 ","$1,046,786 ","$1,046,786 ",4,12,95%,9
Att/Row/Townhouse,6,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,6,2025,Toronto E01,8,"$10,314,000 ","$1,289,250 ","$1,333,000 ",21,16,111%,8
Att/Row/Townhouse,6,2025,Toronto E02,6,"$7,288,000 ","$1,214,667 ","$1,200,000 ",12,5,106%,19
Att/Row/Townhouse,6,2025,Toronto E03,0,0,0,0,2,3,0,0
Att/Row/Townhouse,6,2025,Toronto E04,4,"$3,583,000 ","$895,750 ","$914,000 ",15,22,99%,22
Att/Row/Townhouse,6,2025,Toronto E05,1,"$817,000 ","$817,000 ","$817,000 ",5,7,100%,74
Att/Row/Townhouse,6,2025,Toronto E06,1,"$766,000 ","$766,000 ","$766,000 ",0,0,96%,33
Att/Row/Townhouse,6,2025,Toronto E07,1,"$960,000 ","$960,000 ","$960,000 ",4,5,120%,19
Att/Row/Townhouse,6,2025,Toronto E08,0,0,0,0,9,6,0,0
Att/Row/Townhouse,6,2025,Toronto E09,2,"$1,959,990 ","$979,995 ","$979,995 ",4,6,98%,16
Att/Row/Townhouse,6,2025,Toronto E10,7,"$6,350,000 ","$907,143 ","$885,000 ",8,7,101%,7
Att/Row/Townhouse,6,2025,Toronto E11,3,"$2,480,000 ","$826,667 ","$815,000 ",13,20,97%,32
Att/Row/Townhouse,7,2025,Burlington,22,"$20,406,000 ","$927,545 ","$922,500 ",33,43,97%,24
Att/Row/Townhouse,7,2025,Halton Hills,7,"$6,250,000 ","$892,857 ","$850,000 ",27,27,97%,20
Att/Row/Townhouse,7,2025,Milton,51,"$42,941,100 ","$841,982 ","$860,000 ",112,135,98%,25
Att/Row/Townhouse,7,2025,Oakville,36,"$37,984,301 ","$1,055,119 ","$1,060,000 ",96,166,99%,29
Att/Row/Townhouse,7,2025,Brampton,67,"$54,073,823 ","$807,072 ","$800,001 ",198,311,100%,27
Att/Row/Townhouse,7,2025,Caledon,16,"$13,776,389 ","$861,024 ","$874,250 ",54,71,98%,22
Att/Row/Townhouse,7,2025,Mississauga,17,"$16,257,100 ","$956,300 ","$955,000 ",56,80,100%,27
Att/Row/Townhouse,7,2025,Aurora,5,"$5,177,000 ","$1,035,400 ","$1,000,000 ",19,30,96%,19
Att/Row/Townhouse,7,2025,East Gwillimbury,8,"$6,887,500 ","$860,938 ","$880,000 ",23,27,103%,19
Att/Row/Townhouse,7,2025,Georgina,3,"$2,150,000 ","$716,667 ","$728,000 ",9,14,100%,34
Att/Row/Townhouse,7,2025,King,1,"$1,279,000 ","$1,279,000 ","$1,279,000 ",3,7,91%,39
Att/Row/Townhouse,7,2025,Markham,36,"$38,548,144 ","$1,070,782 ","$1,039,400 ",113,190,101%,30
Att/Row/Townhouse,7,2025,Newmarket,13,"$11,774,888 ","$905,761 ","$890,000 ",21,39,103%,29
Att/Row/Townhouse,7,2025,Richmond Hill,37,"$41,934,819 ","$1,133,373 ","$1,133,000 ",120,179,100%,28
Att/Row/Townhouse,7,2025,Vaughan,47,"$51,010,982 ","$1,085,340 ","$1,082,000 ",124,178,100%,24
Att/Row/Townhouse,7,2025,Stouffville,14,"$12,436,900 ","$888,350 ","$864,000 ",28,40,100%,25
Att/Row/Townhouse,7,2025,Ajax,18,"$14,282,250 ","$793,458 ","$796,000 ",48,55,100%,28
Att/Row/Townhouse,7,2025,Brock,1,"$739,900 ","$739,900 ","$739,900 ",1,1,100%,26
Att/Row/Townhouse,7,2025,Clarington,16,"$11,098,000 ","$693,625 ","$701,000 ",23,41,102%,16
Att/Row/Townhouse,7,2025,Oshawa,22,"$15,383,658 ","$699,257 ","$709,500 ",47,60,101%,23
Att/Row/Townhouse,7,2025,Pickering,17,"$14,582,000 ","$857,765 ","$848,000 ",48,56,99%,25
Att/Row/Townhouse,7,2025,Scugog,1,"$872,500 ","$872,500 ","$872,500 ",4,4,99%,69
Att/Row/Townhouse,7,2025,Uxbridge,0,0,0,0,10,15,0,0
Att/Row/Townhouse,7,2025,Whitby,35,"$26,645,000 ","$761,286 ","$750,000 ",78,87,100%,26
Att/Row/Townhouse,7,2025,Orangeville,6,"$4,454,500 ","$742,417 ","$729,000 ",14,25,98%,37
Att/Row/Townhouse,7,2025,Adjala-Tosorontio,0,0,0,0,0,1,0,0
Att/Row/Townhouse,7,2025,Bradford,9,"$7,274,585 ","$808,287 ","$800,000 ",14,17,96%,23
Att/Row/Townhouse,7,2025,Essa,2,"$1,435,000 ","$717,500 ","$717,500 ",9,17,100%,20
Att/Row/Townhouse,7,2025,Innisfil,7,"$4,561,997 ","$651,714 ","$653,000 ",17,44,99%,32
Att/Row/Townhouse,7,2025,New Tecumseth,4,"$2,841,800 ","$710,450 ","$718,400 ",19,30,99%,23
Att/Row/Townhouse,7,2025,Toronto W01,3,"$4,460,000 ","$1,486,667 ","$1,460,000 ",4,2,97%,26
Att/Row/Townhouse,7,2025,Toronto W02,4,"$4,076,000 ","$1,019,000 ","$1,045,500 ",11,10,98%,16
Att/Row/Townhouse,7,2025,Toronto W03,1,"$675,000 ","$675,000 ","$675,000 ",1,5,94%,52
Att/Row/Townhouse,7,2025,Toronto W04,1,"$750,000 ","$750,000 ","$750,000 ",3,4,100%,28
Att/Row/Townhouse,7,2025,Toronto W05,5,"$4,140,000 ","$828,000 ","$820,000 ",12,19,100%,36
Att/Row/Townhouse,7,2025,Toronto W06,1,"$1,220,000 ","$1,220,000 ","$1,220,000 ",6,9,95%,11
Att/Row/Townhouse,7,2025,Toronto W07,0,0,0,0,3,4,0,0
Att/Row/Townhouse,7,2025,Toronto W08,0,0,0,0,2,3,0,0
Att/Row/Townhouse,7,2025,Toronto W09,0,0,0,0,2,4,0,0
Att/Row/Townhouse,7,2025,Toronto W10,0,0,0,0,3,4,0,0
Att/Row/Townhouse,7,2025,Toronto C01,13,"$16,034,500 ","$1,233,423 ","$1,160,000 ",24,40,103%,13
Att/Row/Townhouse,7,2025,Toronto C02,4,"$5,020,000 ","$1,255,000 ","$1,085,000 ",6,9,96%,16
Att/Row/Townhouse,7,2025,Toronto C03,0,0,0,0,1,1,0,0
Att/Row/Townhouse,7,2025,Toronto C04,1,"$735,000 ","$735,000 ","$735,000 ",4,8,92%,47
Att/Row/Townhouse,7,2025,Toronto C06,0,0,0,0,1,1,0,0
Att/Row/Townhouse,7,2025,Toronto C07,0,0,0,0,3,5,0,0
Att/Row/Townhouse,7,2025,Toronto C08,6,"$7,969,000 ","$1,328,167 ","$1,487,500 ",12,24,102%,19
Att/Row/Townhouse,7,2025,Toronto C09,1,"$1,250,000 ","$1,250,000 ","$1,250,000 ",2,1,100%,2
Att/Row/Townhouse,7,2025,Toronto C10,0,0,0,0,1,2,0,0
Att/Row/Townhouse,7,2025,Toronto C11,0,0,0,0,0,1,0,0
Att/Row/Townhouse,7,2025,Toronto C12,2,"$4,938,000 ","$2,469,000 ","$2,469,000 ",0,0,93%,65
Att/Row/Townhouse,7,2025,Toronto C13,2,"$2,105,000 ","$1,052,500 ","$1,052,500 ",7,10,99%,14
Att/Row/Townhouse,7,2025,Toronto C14,1,"$1,415,000 ","$1,415,000 ","$1,415,000 ",5,11,94%,26
Att/Row/Townhouse,7,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,7,2025,Toronto E01,9,"$11,380,000 ","$1,264,444 ","$1,325,000 ",16,12,103%,12
Att/Row/Townhouse,7,2025,Toronto E02,3,"$2,620,000 ","$873,333 ","$900,000 ",4,3,94%,26
Att/Row/Townhouse,7,2025,Toronto E03,1,"$970,500 ","$970,500 ","$970,500 ",5,5,108%,12
Att/Row/Townhouse,7,2025,Toronto E04,4,"$3,414,500 ","$853,625 ","$859,750 ",8,18,103%,39
Att/Row/Townhouse,7,2025,Toronto E05,2,"$1,863,000 ","$931,500 ","$931,500 ",2,6,98%,25
Att/Row/Townhouse,7,2025,Toronto E06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,7,2025,Toronto E07,2,"$1,918,000 ","$959,000 ","$959,000 ",1,2,109%,11
Att/Row/Townhouse,7,2025,Toronto E08,2,"$1,645,000 ","$822,500 ","$822,500 ",5,7,103%,24
Att/Row/Townhouse,7,2025,Toronto E09,3,"$3,048,480 ","$1,016,160 ","$1,022,500 ",3,3,99%,35
Att/Row/Townhouse,7,2025,Toronto E10,2,"$1,590,000 ","$795,000 ","$795,000 ",10,10,103%,20
Att/Row/Townhouse,7,2025,Toronto E11,5,"$3,700,000 ","$740,000 ","$780,000 ",14,24,97%,32
Att/Row/Townhouse,8,2025,Burlington,16,"$14,707,500 ","$919,219 ","$940,000 ",36,49,100%,17
Att/Row/Townhouse,8,2025,Halton Hills,7,"$6,110,325 ","$872,904 ","$875,000 ",14,22,98%,22
Att/Row/Townhouse,8,2025,Milton,51,"$42,335,400 ","$830,106 ","$821,500 ",84,99,99%,25
Att/Row/Townhouse,8,2025,Oakville,38,"$42,334,000 ","$1,114,053 ","$1,058,500 ",132,173,99%,37
Att/Row/Townhouse,8,2025,Brampton,70,"$54,562,097 ","$779,459 ","$772,500 ",171,271,99%,32
Att/Row/Townhouse,8,2025,Caledon,14,"$11,813,490 ","$843,821 ","$820,000 ",39,55,101%,25
Att/Row/Townhouse,8,2025,Mississauga,19,"$18,346,000 ","$965,579 ","$960,000 ",42,57,101%,29
Att/Row/Townhouse,8,2025,Aurora,4,"$4,422,000 ","$1,105,500 ","$1,110,000 ",10,26,95%,41
Att/Row/Townhouse,8,2025,East Gwillimbury,8,"$6,550,500 ","$818,813 ","$817,500 ",12,21,97%,29
Att/Row/Townhouse,8,2025,Georgina,2,"$1,463,000 ","$731,500 ","$731,500 ",10,15,98%,34
Att/Row/Townhouse,8,2025,King,1,"$1,511,250 ","$1,511,250 ","$1,511,250 ",4,7,91%,44
Att/Row/Townhouse,8,2025,Markham,39,"$44,380,500 ","$1,137,962 ","$1,080,000 ",88,164,100%,31
Att/Row/Townhouse,8,2025,Newmarket,8,"$7,016,300 ","$877,038 ","$880,000 ",17,30,101%,35
Att/Row/Townhouse,8,2025,Richmond Hill,33,"$36,964,000 ","$1,120,121 ","$1,150,000 ",88,169,100%,33
Att/Row/Townhouse,8,2025,Vaughan,48,"$53,662,000 ","$1,117,958 ","$1,124,000 ",90,142,100%,30
Att/Row/Townhouse,8,2025,Stouffville,10,"$9,330,899 ","$933,090 ","$941,500 ",22,36,99%,32
Att/Row/Townhouse,8,2025,Ajax,11,"$8,545,000 ","$776,818 ","$777,500 ",38,56,100%,24
Att/Row/Townhouse,8,2025,Brock,0,0,0,0,0,1,0,0
Att/Row/Townhouse,8,2025,Clarington,13,"$9,055,550 ","$696,581 ","$680,000 ",32,38,102%,18
Att/Row/Townhouse,8,2025,Oshawa,12,"$8,070,500 ","$672,542 ","$685,000 ",41,63,99%,29
Att/Row/Townhouse,8,2025,Pickering,8,"$6,325,990 ","$790,749 ","$787,500 ",29,60,101%,23
Att/Row/Townhouse,8,2025,Scugog,0,0,0,0,4,7,0,0
Att/Row/Townhouse,8,2025,Uxbridge,3,"$2,645,000 ","$881,667 ","$815,000 ",3,11,97%,24
